Team,Driver,Stint,Compound,TyreLife,round,year
Haas F1 Team,MAG,3,MEDIUM,12.0,1,2022
Haas F1 Team,MAG,4,SOFT,14.0,1,2022
Haas F1 Team,MSC,1,SOFT,12.0,1,2022
Haas F1 Team,MSC,2,MEDIUM,23.0,1,2022
Haas F1 Team,MSC,3,SOFT,24.0,1,2022
McLaren,NOR,1,MEDIUM,24.0,1,2022
McLaren,NOR,2,HARD,17.0,1,2022
McLaren,NOR,3,SOFT,4.0,1,2022
McLaren,NOR,4,SOFT,16.0,1,2022
McLaren,RIC,1,MEDIUM,17.0,1,2022
McLaren,RIC,2,SOFT,16.0,1,2022
McLaren,RIC,3,HARD,11.0,1,2022
McLaren,RIC,4,SOFT,14.0,1,2022
McLaren,RIC,4,UNKNOWN,1.0,1,2022
Mercedes,HAM,1,SOFT,13.0,1,2022
Mercedes,HAM,2,HARD,17.0,1,2022
Mercedes,HAM,3,MEDIUM,17.0,1,2022
Mercedes,HAM,4,SOFT,16.0,1,2022
Mercedes,RUS,1,SOFT,18.0,1,2022
Mercedes,RUS,2,HARD,19.0,1,2022
Mercedes,RUS,3,MEDIUM,,1,2022
Mercedes,RUS,4,SOFT,14.0,1,2022
Red Bull Racing,PER,1,SOFT,18.0,1,2022
Red Bull Racing,PER,2,MEDIUM,18.0,1,2022
Red Bull Racing,PER,3,SOFT,13.0,1,2022
Red Bull Racing,PER,4,SOFT,16.0,1,2022
Red Bull Racing,VER,1,SOFT,17.0,1,2022
Red Bull Racing,VER,2,SOFT,16.0,1,2022
Red Bull Racing,VER,3,MEDIUM,13.0,1,2022
Red Bull Racing,VER,4,SOFT,14.0,1,2022
Williams,ALB,1,SOFT,13.0,1,2022
Williams,ALB,2,MEDIUM,22.0,1,2022
Williams,ALB,3,MEDIUM,13.0,1,2022
Williams,ALB,4,SOFT,14.0,1,2022
Williams,LAT,1,SOFT,14.0,1,2022
Williams,LAT,2,SOFT,18.0,1,2022
Williams,LAT,3,MEDIUM,13.0,1,2022
Williams,LAT,4,SOFT,15.0,1,2022
Alfa Romeo,BOT,1.0,MEDIUM,16.0,2,2022
Alfa Romeo,BOT,2.0,HARD,19.0,2,2022
Alfa Romeo,BOT,3.0,MEDIUM,1.0,2,2022
Alfa Romeo,ZHO,1.0,MEDIUM,16.0,2,2022
Alfa Romeo,ZHO,2.0,HARD,11.0,2,2022
Alfa Romeo,ZHO,3.0,HARD,34.0,2,2022
AlphaTauri,GAS,1.0,MEDIUM,15.0,2,2022
AlphaTauri,GAS,2.0,HARD,35.0,2,2022
Alpine,ALO,1.0,MEDIUM,16.0,2,2022
Alpine,ALO,2.0,HARD,19.0,2,2022
Alpine,OCO,1.0,MEDIUM,16.0,2,2022
Alpine,OCO,2.0,HARD,34.0,2,2022
Aston Martin,HUL,1.0,HARD,38.0,2,2022
Aston Martin,HUL,2.0,MEDIUM,14.0,2,2022
Aston Martin,STR,1.0,MEDIUM,14.0,2,2022
Aston Martin,STR,2.0,HARD,37.0,2,2022
Ferrari,LEC,1.0,MEDIUM,16.0,2,2022
Ferrari,LEC,2.0,HARD,34.0,2,2022
Ferrari,SAI,1.0,MEDIUM,16.0,2,2022
Ferrari,SAI,2.0,HARD,34.0,2,2022
Haas F1 Team,MAG,1.0,HARD,39.0,2,2022
Haas F1 Team,MAG,2.0,MEDIUM,15.0,2,2022
McLaren,NOR,1.0,MEDIUM,16.0,2,2022
McLaren,NOR,2.0,HARD,34.0,2,2022
McLaren,RIC,1.0,MEDIUM,8.0,2,2022
McLaren,RIC,2.0,HARD,28.0,2,2022
Mercedes,HAM,1.0,HARD,41.0,2,2022
Mercedes,HAM,2.0,MEDIUM,10.0,2,2022
Mercedes,RUS,1.0,MEDIUM,16.0,2,2022
Mercedes,RUS,2.0,HARD,34.0,2,2022
Red Bull Racing,PER,1.0,MEDIUM,15.0,2,2022
Red Bull Racing,PER,2.0,HARD,35.0,2,2022
Red Bull Racing,VER,1.0,MEDIUM,16.0,2,2022
Red Bull Racing,VER,2.0,HARD,34.0,2,2022
Williams,ALB,1.0,MEDIUM,13.0,2,2022
Williams,ALB,2.0,HARD,34.0,2,2022
Williams,LAT,1.0,MEDIUM,14.0,2,2022
Alfa Romeo,BOT,1,MEDIUM,22.0,3,2022
Alfa Romeo,BOT,2,HARD,,3,2022
Alfa Romeo,ZHO,1,MEDIUM,21.0,3,2022
Alfa Romeo,ZHO,2,HARD,37.0,3,2022
AlphaTauri,GAS,1,MEDIUM,21.0,3,2022
AlphaTauri,GAS,2,HARD,,3,2022
AlphaTauri,TSU,1,MEDIUM,18.0,3,2022
AlphaTauri,TSU,2,HARD,39.0,3,2022
Alpine,ALO,1,HARD,39.0,3,2022
Alpine,ALO,2,MEDIUM,14.0,3,2022
Alpine,ALO,3,MEDIUM,,3,2022
Alpine,OCO,1,MEDIUM,17.0,3,2022
Alpine,OCO,2,HARD,41.0,3,2022
Aston Martin,STR,1,HARD,4.0,3,2022
Aston Martin,STR,2,MEDIUM,3.0,3,2022
Aston Martin,STR,3,HARD,19.0,3,2022
Aston Martin,STR,4,HARD,39.0,3,2022
Aston Martin,VET,1,HARD,23.0,3,2022
Ferrari,LEC,1,MEDIUM,22.0,3,2022
Ferrari,LEC,2,HARD,36.0,3,2022
Ferrari,SAI,1,HARD,1.0,3,2022
Haas F1 Team,MAG,1,HARD,39.0,3,2022
Haas F1 Team,MAG,2,MEDIUM,20.0,3,2022
Haas F1 Team,MSC,1,MEDIUM,16.0,3,2022
Haas F1 Team,MSC,2,HARD,43.0,3,2022
McLaren,NOR,1,MEDIUM,20.0,3,2022
McLaren,NOR,2,HARD,38.0,3,2022
McLaren,RIC,1,MEDIUM,21.0,3,2022
McLaren,RIC,2,HARD,37.0,3,2022
Mercedes,HAM,1,MEDIUM,22.0,3,2022
Mercedes,HAM,2,HARD,36.0,3,2022
Mercedes,RUS,1,MEDIUM,23.0,3,2022
Mercedes,RUS,2,HARD,35.0,3,2022
Red Bull Racing,PER,1,MEDIUM,20.0,3,2022
Red Bull Racing,PER,2,HARD,38.0,3,2022
Red Bull Racing,VER,1,MEDIUM,18.0,3,2022
Red Bull Racing,VER,2,HARD,20.0,3,2022
Williams,ALB,1,HARD,57.0,3,2022
Williams,ALB,2,SOFT,1.0,3,2022
Williams,LAT,1,MEDIUM,13.0,3,2022
Williams,LAT,2,HARD,11.0,3,2022
Williams,LAT,3,HARD,34.0,3,2022
Alfa Romeo,BOT,1,MEDIUM,26.0,5,2022
Alfa Romeo,BOT,2,HARD,31.0,5,2022
Alfa Romeo,ZHO,1,MEDIUM,6.0,5,2022
AlphaTauri,GAS,1,MEDIUM,16.0,5,2022
AlphaTauri,GAS,2,HARD,24.0,5,2022
AlphaTauri,GAS,3,SOFT,8.0,5,2022
AlphaTauri,TSU,1,MEDIUM,11.0,5,2022
AlphaTauri,TSU,2,HARD,30.0,5,2022
AlphaTauri,TSU,3,SOFT,19.0,5,2022
Alpine,ALO,1,MEDIUM,15.0,5,2022
Alpine,ALO,2,HARD,43.0,5,2022
Alpine,OCO,1,HARD,41.0,5,2022
Alpine,OCO,2,SOFT,16.0,5,2022
Aston Martin,STR,1,HARD,42.0,5,2022
Aston Martin,STR,2,MEDIUM,19.0,5,2022
Aston Martin,VET,1,HARD,43.0,5,2022
Aston Martin,VET,2,MEDIUM,15.0,5,2022
Ferrari,LEC,1,MEDIUM,24.0,5,2022
Ferrari,LEC,2,HARD,,5,2022
Ferrari,SAI,1,MEDIUM,27.0,5,2022
Ferrari,SAI,2,HARD,30.0,5,2022
Haas F1 Team,MAG,1,MEDIUM,12.0,5,2022
Haas F1 Team,MAG,2,HARD,,5,2022
Haas F1 Team,MAG,3,MEDIUM,15.0,5,2022
Haas F1 Team,MSC,1,MEDIUM,14.0,5,2022
Haas F1 Team,MSC,2,HARD,40.0,5,2022
Haas F1 Team,MSC,3,MEDIUM,3.0,5,2022
McLaren,NOR,1,MEDIUM,18.0,5,2022
McLaren,NOR,2,HARD,21.0,5,2022
McLaren,RIC,1,MEDIUM,30.0,5,2022
McLaren,RIC,2,HARD,11.0,5,2022
McLaren,RIC,3,SOFT,16.0,5,2022
Mercedes,HAM,1,MEDIUM,22.0,5,2022
Mercedes,HAM,2,HARD,35.0,5,2022
Mercedes,RUS,1,HARD,40.0,5,2022
Mercedes,RUS,2,MEDIUM,17.0,5,2022
Red Bull Racing,PER,1,MEDIUM,27.0,5,2022
Red Bull Racing,PER,2,HARD,14.0,5,2022
Red Bull Racing,PER,3,MEDIUM,16.0,5,2022
Red Bull Racing,VER,1,MEDIUM,26.0,5,2022
Red Bull Racing,VER,2,HARD,31.0,5,2022
Williams,ALB,1,MEDIUM,16.0,5,2022
Williams,ALB,2,HARD,41.0,5,2022
Williams,LAT,1,HARD,34.0,5,2022
Williams,LAT,2,MEDIUM,23.0,5,2022
Alfa Romeo,BOT,1,SOFT,17.0,6,2022
Alfa Romeo,BOT,2,MEDIUM,20.0,6,2022
Alfa Romeo,BOT,3,MEDIUM,32.0,6,2022
Alfa Romeo,ZHO,1,SOFT,10.0,6,2022
Alfa Romeo,ZHO,2,MEDIUM,18.0,6,2022
AlphaTauri,GAS,1,SOFT,10.0,6,2022
AlphaTauri,GAS,2,MEDIUM,19.0,6,2022
AlphaTauri,GAS,3,SOFT,20.0,6,2022
AlphaTauri,GAS,4,SOFT,22.0,6,2022
AlphaTauri,TSU,1,SOFT,11.0,6,2022
AlphaTauri,TSU,2,MEDIUM,,6,2022
AlphaTauri,TSU,3,SOFT,23.0,6,2022
AlphaTauri,TSU,4,SOFT,16.0,6,2022
Alpine,ALO,1,SOFT,10.0,6,2022
Alpine,ALO,2,MEDIUM,21.0,6,2022
Alpine,ALO,3,SOFT,22.0,6,2022
Alpine,ALO,4,SOFT,14.0,6,2022
Alpine,OCO,1,SOFT,13.0,6,2022
Alpine,OCO,2,MEDIUM,22.0,6,2022
Alpine,OCO,3,SOFT,20.0,6,2022
Alpine,OCO,4,SOFT,17.0,6,2022
Aston Martin,STR,1,SOFT,17.0,6,2022
Aston Martin,STR,2,SOFT,16.0,6,2022
Aston Martin,STR,3,MEDIUM,20.0,6,2022
Aston Martin,STR,4,SOFT,19.0,6,2022
Aston Martin,VET,1,SOFT,24.0,6,2022
Aston Martin,VET,2,SOFT,24.0,6,2022
Aston Martin,VET,3,MEDIUM,24.0,6,2022
Ferrari,LEC,1,SOFT,21.0,6,2022
Ferrari,LEC,2,MEDIUM,6.0,6,2022
Ferrari,SAI,1,SOFT,13.0,6,2022
Ferrari,SAI,2,MEDIUM,21.0,6,2022
Ferrari,SAI,3,MEDIUM,14.0,6,2022
Ferrari,SAI,4,SOFT,24.0,6,2022
Haas F1 Team,MAG,1,SOFT,3.0,6,2022
Haas F1 Team,MAG,2,MEDIUM,28.0,6,2022
Haas F1 Team,MAG,3,HARD,35.0,6,2022
Haas F1 Team,MSC,1,SOFT,14.0,6,2022
Haas F1 Team,MSC,2,SOFT,21.0,6,2022
Haas F1 Team,MSC,3,MEDIUM,35.0,6,2022
McLaren,NOR,1,SOFT,12.0,6,2022
McLaren,NOR,2,MEDIUM,21.0,6,2022
McLaren,NOR,3,SOFT,21.0,6,2022
McLaren,NOR,4,SOFT,18.0,6,2022
McLaren,RIC,1,SOFT,14.0,6,2022
McLaren,RIC,2,SOFT,23.0,6,2022
McLaren,RIC,3,MEDIUM,17.0,6,2022
McLaren,RIC,4,SOFT,20.0,6,2022
Mercedes,HAM,1,MEDIUM,1.0,6,2022
Mercedes,HAM,2,SOFT,23.0,6,2022
Mercedes,HAM,3,MEDIUM,26.0,6,2022
Mercedes,HAM,4,SOFT,21.0,6,2022
Mercedes,RUS,1,SOFT,16.0,6,2022
Mercedes,RUS,2,MEDIUM,23.0,6,2022
Mercedes,RUS,3,MEDIUM,15.0,6,2022
Mercedes,RUS,4,SOFT,17.0,6,2022
Red Bull Racing,PER,1,SOFT,20.0,6,2022
Red Bull Racing,PER,2,MEDIUM,20.0,6,2022
Red Bull Racing,PER,3,MEDIUM,16.0,6,2022
Red Bull Racing,PER,4,SOFT,16.0,6,2022
Red Bull Racing,VER,1,SOFT,16.0,6,2022
Red Bull Racing,VER,2,MEDIUM,15.0,6,2022
Red Bull Racing,VER,3,MEDIUM,13.0,6,2022
Red Bull Racing,VER,3,SOFT,26.0,6,2022
Red Bull Racing,VER,4,MEDIUM,22.0,6,2022
Williams,ALB,1,SOFT,11.0,6,2022
Williams,ALB,2,MEDIUM,14.0,6,2022
Williams,ALB,3,SOFT,20.0,6,2022
Williams,ALB,4,MEDIUM,9.0,6,2022
Williams,ALB,5,SOFT,13.0,6,2022
Williams,LAT,1,SOFT,12.0,6,2022
Williams,LAT,2,MEDIUM,14.0,6,2022
Williams,LAT,3,SOFT,24.0,6,2022
Williams,LAT,4,SOFT,17.0,6,2022
Alfa Romeo,BOT,3,INTERMEDIATE,,7,2022
Alfa Romeo,BOT,3,WET,1.0,7,2022
Alfa Romeo,BOT,4,HARD,10.0,7,2022
Alfa Romeo,BOT,5,HARD,44.0,7,2022
Alfa Romeo,ZHO,2,INTERMEDIATE,,7,2022
Alfa Romeo,ZHO,2,WET,1.0,7,2022
Alfa Romeo,ZHO,3,HARD,10.0,7,2022
Alfa Romeo,ZHO,4,MEDIUM,34.0,7,2022
AlphaTauri,GAS,3,INTERMEDIATE,,7,2022
AlphaTauri,GAS,3,WET,1.0,7,2022
AlphaTauri,GAS,4,INTERMEDIATE,,7,2022
AlphaTauri,GAS,5,HARD,8.0,7,2022
AlphaTauri,GAS,6,HARD,42.0,7,2022
AlphaTauri,TSU,3,WET,6.0,7,2022
AlphaTauri,TSU,4,INTERMEDIATE,24.0,7,2022
AlphaTauri,TSU,5,HARD,8.0,7,2022
AlphaTauri,TSU,6,MEDIUM,27.0,7,2022
AlphaTauri,TSU,7,SOFT,7.0,7,2022
Alpine,ALO,3,WET,21.0,7,2022
Alpine,ALO,4,HARD,,7,2022
Alpine,ALO,4,WET,1.0,7,2022
Alpine,ALO,5,MEDIUM,34.0,7,2022
Alpine,OCO,3,WET,21.0,7,2022
Alpine,OCO,4,HARD,,7,2022
Alpine,OCO,4,WET,1.0,7,2022
Alpine,OCO,5,MEDIUM,34.0,7,2022
Aston Martin,STR,2,WET,1.0,7,2022
Aston Martin,STR,3,WET,2.0,7,2022
Aston Martin,STR,4,INTERMEDIATE,32.0,7,2022
Aston Martin,STR,4,WET,7.0,7,2022
Aston Martin,STR,5,HARD,9.0,7,2022
Aston Martin,STR,6,HARD,39.0,7,2022
Aston Martin,VET,3,WET,6.0,7,2022
Aston Martin,VET,4,INTERMEDIATE,27.0,7,2022
Aston Martin,VET,5,HARD,8.0,7,2022
Aston Martin,VET,6,HARD,42.0,7,2022
Ferrari,LEC,3,WET,18.0,7,2022
Ferrari,LEC,4,INTERMEDIATE,3.0,7,2022
Ferrari,LEC,5,HARD,9.0,7,2022
Ferrari,LEC,6,HARD,43.0,7,2022
Ferrari,SAI,3,WET,21.0,7,2022
Ferrari,SAI,4,HARD,9.0,7,2022
Ferrari,SAI,5,HARD,43.0,7,2022
Haas F1 Team,MAG,3,WET,20.0,7,2022
Haas F1 Team,MSC,3,WET,4.0,7,2022
Haas F1 Team,MSC,4,INTERMEDIATE,24.0,7,2022
Haas F1 Team,MSC,5,HARD,8.0,7,2022
McLaren,NOR,3,WET,17.0,7,2022
McLaren,NOR,4,INTERMEDIATE,5.0,7,2022
McLaren,NOR,5,HARD,8.0,7,2022
McLaren,NOR,6,HARD,29.0,7,2022
McLaren,NOR,7,MEDIUM,13.0,7,2022
McLaren,RIC,3,WET,19.0,7,2022
McLaren,RIC,4,HARD,11.0,7,2022
McLaren,RIC,5,HARD,45.0,7,2022
Mercedes,HAM,3,WET,15.0,7,2022
Mercedes,HAM,4,INTERMEDIATE,7.0,7,2022
Mercedes,HAM,5,HARD,8.0,7,2022
Mercedes,HAM,6,MEDIUM,34.0,7,2022
Mercedes,RUS,3,WET,21.0,7,2022
Mercedes,RUS,4,HARD,,7,2022
Mercedes,RUS,5,MEDIUM,34.0,7,2022
Red Bull Racing,PER,3,INTERMEDIATE,,7,2022
Red Bull Racing,PER,3,WET,1.0,7,2022
Red Bull Racing,PER,4,INTERMEDIATE,6.0,7,2022
Red Bull Racing,PER,5,HARD,8.0,7,2022
Red Bull Racing,PER,6,MEDIUM,34.0,7,2022
Red Bull Racing,VER,3,INTERMEDIATE,,7,2022
Red Bull Racing,VER,3,WET,1.0,7,2022
Red Bull Racing,VER,4,INTERMEDIATE,4.0,7,2022
Red Bull Racing,VER,5,HARD,8.0,7,2022
Red Bull Racing,VER,6,MEDIUM,34.0,7,2022
Williams,ALB,3,WET,18.0,7,2022
Williams,ALB,4,HARD,4.0,7,2022
Williams,ALB,5,MEDIUM,7.0,7,2022
Williams,ALB,6,MEDIUM,27.0,7,2022
Williams,LAT,2,WET,1.0,7,2022
Williams,LAT,3,WET,1.0,7,2022
Williams,LAT,4,INTERMEDIATE,31.0,7,2022
Williams,LAT,5,HARD,10.0,7,2022
Williams,LAT,6,MEDIUM,34.0,7,2022
Alfa Romeo,BOT,1,HARD,33.0,8,2022
Alfa Romeo,BOT,2,MEDIUM,,8,2022
Alfa Romeo,ZHO,1,MEDIUM,9.0,8,2022
Alfa Romeo,ZHO,2,HARD,14.0,8,2022
AlphaTauri,GAS,1,MEDIUM,9.0,8,2022
AlphaTauri,GAS,2,HARD,42.0,8,2022
AlphaTauri,TSU,1,MEDIUM,9.0,8,2022
AlphaTauri,TSU,2,HARD,,8,2022
AlphaTauri,TSU,3,SOFT,15.0,8,2022
Alpine,ALO,1,MEDIUM,18.0,8,2022
Alpine,ALO,2,HARD,33.0,8,2022
Alpine,OCO,1,HARD,33.0,8,2022
Alpine,OCO,2,MEDIUM,18.0,8,2022
Aston Martin,STR,1,HARD,31.0,8,2022
Aston Martin,STR,2,MEDIUM,17.0,8,2022
Aston Martin,VET,1,MEDIUM,10.0,8,2022
Aston Martin,VET,2,HARD,43.0,8,2022
Ferrari,LEC,1,MEDIUM,9.0,8,2022
Ferrari,LEC,2,HARD,12.0,8,2022
Ferrari,SAI,1,MEDIUM,8.0,8,2022
Haas F1 Team,MAG,1,MEDIUM,11.0,8,2022
Haas F1 Team,MAG,2,HARD,22.0,8,2022
Haas F1 Team,MSC,1,HARD,9.0,8,2022
Haas F1 Team,MSC,2,MEDIUM,16.0,8,2022
Haas F1 Team,MSC,3,HARD,27.0,8,2022
McLaren,NOR,1,MEDIUM,20.0,8,2022
McLaren,NOR,2,HARD,31.0,8,2022
McLaren,RIC,1,HARD,33.0,8,2022
McLaren,RIC,2,MEDIUM,18.0,8,2022
Mercedes,HAM,1,MEDIUM,9.0,8,2022
Mercedes,HAM,2,HARD,24.0,8,2022
Mercedes,HAM,3,HARD,19.0,8,2022
Mercedes,RUS,1,MEDIUM,9.0,8,2022
Mercedes,RUS,2,HARD,24.0,8,2022
Mercedes,RUS,3,HARD,19.0,8,2022
Red Bull Racing,PER,1,MEDIUM,16.0,8,2022
Red Bull Racing,PER,2,HARD,17.0,8,2022
Red Bull Racing,PER,3,HARD,18.0,8,2022
Red Bull Racing,VER,1,MEDIUM,18.0,8,2022
Red Bull Racing,VER,2,HARD,15.0,8,2022
Red Bull Racing,VER,3,HARD,18.0,8,2022
Williams,ALB,1,MEDIUM,9.0,8,2022
Williams,ALB,2,HARD,20.0,8,2022
Williams,ALB,3,HARD,21.0,8,2022
Williams,LAT,1,MEDIUM,,8,2022
Williams,LAT,2,MEDIUM,17.0,8,2022
Williams,LAT,3,HARD,33.0,8,2022
Alfa Romeo,BOT,1,HARD,49.0,9,2022
Alfa Romeo,BOT,2,MEDIUM,21.0,9,2022
Alfa Romeo,ZHO,1,MEDIUM,19.0,9,2022
Alfa Romeo,ZHO,2,HARD,30.0,9,2022
Alfa Romeo,ZHO,3,HARD,21.0,9,2022
AlphaTauri,GAS,1,MEDIUM,5.0,9,2022
AlphaTauri,GAS,2,HARD,31.0,9,2022
AlphaTauri,GAS,3,HARD,34.0,9,2022
AlphaTauri,TSU,1,MEDIUM,9.0,9,2022
AlphaTauri,TSU,2,HARD,38.0,9,2022
Alpine,ALO,1,MEDIUM,28.0,9,2022
Alpine,ALO,2,HARD,21.0,9,2022
Alpine,ALO,3,MEDIUM,21.0,9,2022
Alpine,OCO,1,MEDIUM,19.0,9,2022
Alpine,OCO,2,HARD,30.0,9,2022
Alpine,OCO,3,MEDIUM,21.0,9,2022
Aston Martin,STR,1,HARD,47.0,9,2022
Aston Martin,STR,2,MEDIUM,24.0,9,2022
Aston Martin,VET,1,MEDIUM,6.0,9,2022
Aston Martin,VET,2,HARD,14.0,9,2022
Aston Martin,VET,3,HARD,51.0,9,2022
Ferrari,LEC,1,HARD,41.0,9,2022
Ferrari,LEC,2,MEDIUM,29.0,9,2022
Ferrari,SAI,1,MEDIUM,20.0,9,2022
Ferrari,SAI,2,HARD,29.0,9,2022
Ferrari,SAI,3,HARD,21.0,9,2022
Haas F1 Team,MAG,1,MEDIUM,7.0,9,2022
Haas F1 Team,MAG,2,HARD,63.0,9,2022
Haas F1 Team,MSC,1,MEDIUM,18.0,9,2022
McLaren,NOR,1,HARD,19.0,9,2022
McLaren,NOR,2,MEDIUM,23.0,9,2022
McLaren,NOR,3,HARD,24.0,9,2022
McLaren,NOR,3,MEDIUM,,9,2022
McLaren,RIC,1,MEDIUM,19.0,9,2022
McLaren,RIC,2,HARD,30.0,9,2022
McLaren,RIC,3,HARD,21.0,9,2022
Mercedes,HAM,1,MEDIUM,9.0,9,2022
Mercedes,HAM,2,HARD,35.0,9,2022
Mercedes,HAM,3,HARD,26.0,9,2022
Mercedes,RUS,1,MEDIUM,19.0,9,2022
Mercedes,RUS,2,HARD,26.0,9,2022
Mercedes,RUS,3,HARD,,9,2022
Red Bull Racing,PER,1,HARD,7.0,9,2022
Red Bull Racing,VER,1,MEDIUM,9.0,9,2022
Red Bull Racing,VER,2,HARD,34.0,9,2022
Red Bull Racing,VER,3,HARD,27.0,9,2022
Williams,ALB,1,MEDIUM,18.0,9,2022
Williams,ALB,2,HARD,,9,2022
Williams,ALB,3,HARD,22.0,9,2022
Williams,LAT,1,MEDIUM,9.0,9,2022
Williams,LAT,2,HARD,28.0,9,2022
Williams,LAT,3,HARD,33.0,9,2022
Alfa Romeo,BOT,1.0,MEDIUM,1.0,10,2022
Alfa Romeo,BOT,2.0,MEDIUM,19.0,10,2022
Alfa Romeo,ZHO,1.0,MEDIUM,1.0,10,2022
AlphaTauri,GAS,1.0,MEDIUM,1.0,10,2022
AlphaTauri,GAS,2.0,SOFT,15.0,10,2022
AlphaTauri,GAS,3.0,HARD,11.0,10,2022
AlphaTauri,TSU,1.0,MEDIUM,1.0,10,2022
AlphaTauri,TSU,2.0,SOFT,17.0,10,2022
AlphaTauri,TSU,3.0,HARD,21.0,10,2022
AlphaTauri,TSU,4.0,SOFT,14.0,10,2022
Alpine,ALO,1.0,MEDIUM,1.0,10,2022
Alpine,ALO,2.0,MEDIUM,32.0,10,2022
Alpine,ALO,3.0,HARD,6.0,10,2022
Alpine,ALO,4.0,SOFT,13.0,10,2022
Alpine,OCO,1.0,MEDIUM,1.0,10,2022
Alpine,OCO,2.0,SOFT,21.0,10,2022
Alpine,OCO,3.0,HARD,15.0,10,2022
Aston Martin,STR,1.0,MEDIUM,3.0,10,2022
Aston Martin,STR,2.0,MEDIUM,16.0,10,2022
Aston Martin,STR,3.0,HARD,26.0,10,2022
Aston Martin,STR,4.0,MEDIUM,15.0,10,2022
Aston Martin,VET,1.0,SOFT,1.0,10,2022
Aston Martin,VET,2.0,SOFT,5.0,10,2022
Aston Martin,VET,3.0,MEDIUM,35.0,10,2022
Aston Martin,VET,4.0,MEDIUM,15.0,10,2022
Ferrari,LEC,1.0,MEDIUM,1.0,10,2022
Ferrari,LEC,2.0,MEDIUM,24.0,10,2022
Ferrari,LEC,3.0,HARD,27.0,10,2022
Ferrari,SAI,1.0,MEDIUM,1.0,10,2022
Ferrari,SAI,2.0,MEDIUM,19.0,10,2022
Ferrari,SAI,3.0,HARD,19.0,10,2022
Ferrari,SAI,4.0,SOFT,13.0,10,2022
Haas F1 Team,MAG,1.0,SOFT,1.0,10,2022
Haas F1 Team,MAG,2.0,MEDIUM,23.0,10,2022
Haas F1 Team,MAG,3.0,MEDIUM,30.0,10,2022
Haas F1 Team,MSC,1.0,MEDIUM,3.0,10,2022
Haas F1 Team,MSC,2.0,MEDIUM,18.0,10,2022
Haas F1 Team,MSC,3.0,HARD,20.0,10,2022
Haas F1 Team,MSC,4.0,SOFT,13.0,10,2022
McLaren,NOR,1.0,MEDIUM,1.0,10,2022
McLaren,NOR,2.0,MEDIUM,34.0,10,2022
McLaren,NOR,3.0,HARD,6.0,10,2022
McLaren,NOR,4.0,SOFT,12.0,10,2022
McLaren,RIC,1.0,MEDIUM,1.0,10,2022
McLaren,RIC,2.0,MEDIUM,20.0,10,2022
McLaren,RIC,3.0,HARD,12.0,10,2022
McLaren,RIC,4.0,SOFT,6.0,10,2022
McLaren,RIC,5.0,SOFT,14.0,10,2022
Mercedes,HAM,1.0,MEDIUM,1.0,10,2022
Mercedes,HAM,2.0,MEDIUM,32.0,10,2022
Mercedes,HAM,3.0,HARD,6.0,10,2022
Mercedes,HAM,4.0,SOFT,13.0,10,2022
Mercedes,RUS,1.0,HARD,1.0,10,2022
Red Bull Racing,PER,1.0,MEDIUM,1.0,10,2022
Red Bull Racing,PER,2.0,MEDIUM,4.0,10,2022
Red Bull Racing,PER,3.0,MEDIUM,35.0,10,2022
Red Bull Racing,PER,4.0,SOFT,13.0,10,2022
Red Bull Racing,VER,1.0,SOFT,1.0,10,2022
Red Bull Racing,VER,2.0,MEDIUM,11.0,10,2022
Red Bull Racing,VER,3.0,MEDIUM,11.0,10,2022
Red Bull Racing,VER,4.0,HARD,16.0,10,2022
Red Bull Racing,VER,5.0,SOFT,13.0,10,2022
Williams,ALB,1.0,SOFT,1.0,10,2022
Williams,LAT,1.0,SOFT,1.0,10,2022
Williams,LAT,2.0,SOFT,18.0,10,2022
Williams,LAT,3.0,MEDIUM,,10,2022
Williams,LAT,4.0,SOFT,14.0,10,2022
Alfa Romeo,BOT,1,HARD,18.0,12,2022
Alfa Romeo,BOT,2,HARD,18.0,12,2022
Alfa Romeo,BOT,3,MEDIUM,17.0,12,2022
Alfa Romeo,ZHO,1,MEDIUM,9.0,12,2022
Alfa Romeo,ZHO,2,HARD,13.0,12,2022
Alfa Romeo,ZHO,3,HARD,25.0,12,2022
AlphaTauri,GAS,1,HARD,18.0,12,2022
AlphaTauri,GAS,2,MEDIUM,35.0,12,2022
AlphaTauri,TSU,1,MEDIUM,11.0,12,2022
AlphaTauri,TSU,2,HARD,7.0,12,2022
Alpine,ALO,1,MEDIUM,18.0,12,2022
Alpine,ALO,2,HARD,35.0,12,2022
Alpine,OCO,1,MEDIUM,18.0,12,2022
Alpine,OCO,2,HARD,35.0,12,2022
Aston Martin,STR,1,MEDIUM,20.0,12,2022
Aston Martin,STR,2,HARD,36.0,12,2022
Aston Martin,VET,1,MEDIUM,21.0,12,2022
Aston Martin,VET,2,HARD,35.0,12,2022
Ferrari,LEC,1,MEDIUM,17.0,12,2022
Ferrari,SAI,1,HARD,18.0,12,2022
Ferrari,SAI,2,MEDIUM,24.0,12,2022
Ferrari,SAI,3,MEDIUM,11.0,12,2022
Haas F1 Team,MAG,1,MEDIUM,8.0,12,2022
Haas F1 Team,MAG,2,HARD,10.0,12,2022
Haas F1 Team,MAG,3,HARD,20.0,12,2022
Haas F1 Team,MSC,1,MEDIUM,9.0,12,2022
Haas F1 Team,MSC,2,HARD,9.0,12,2022
