Team,Driver,Stint,Compound,TyreLife,round,year
Mercedes,HAM,4.0,HARD,28.0,11,2021
Mercedes,HAM,5.0,MEDIUM,23.0,11,2021
Red Bull Racing,PER,1.0,INTERMEDIATE,1.0,11,2021
Red Bull Racing,VER,1.0,INTERMEDIATE,1.0,11,2021
Red Bull Racing,VER,2.0,INTERMEDIATE,1.0,11,2021
Red Bull Racing,VER,3.0,INTERMEDIATE,1.0,11,2021
Red Bull Racing,VER,4.0,MEDIUM,17.0,11,2021
Red Bull Racing,VER,5.0,HARD,20.0,11,2021
Red Bull Racing,VER,6.0,MEDIUM,35.0,11,2021
Williams,LAT,1.0,INTERMEDIATE,2.0,11,2021
Williams,LAT,2.0,INTERMEDIATE,1.0,11,2021
Williams,LAT,3.0,MEDIUM,20.0,11,2021
Williams,LAT,4.0,HARD,47.0,11,2021
Williams,RUS,1.0,INTERMEDIATE,2.0,11,2021
Williams,RUS,2.0,INTERMEDIATE,1.0,11,2021
Williams,RUS,3.0,MEDIUM,18.0,11,2021
Williams,RUS,4.0,HARD,49.0,11,2021
Alfa Romeo Racing,GIO,2,WET,3.0,12,2021
Alfa Romeo Racing,RAI,2,WET,3.0,12,2021
AlphaTauri,GAS,2,WET,3.0,12,2021
AlphaTauri,TSU,2,WET,3.0,12,2021
Alpine,ALO,2,WET,3.0,12,2021
Alpine,OCO,2,WET,4.0,12,2021
Aston Martin,STR,2,WET,3.0,12,2021
Aston Martin,VET,2,WET,5.0,12,2021
Ferrari,LEC,2,WET,3.0,12,2021
Ferrari,SAI,2,WET,3.0,12,2021
Haas F1 Team,MAZ,2,WET,7.0,12,2021
Haas F1 Team,MSC,2,WET,6.0,12,2021
McLaren,NOR,2,WET,3.0,12,2021
McLaren,RIC,2,WET,3.0,12,2021
Mercedes,BOT,2,WET,4.0,12,2021
Mercedes,HAM,2,WET,4.0,12,2021
Red Bull Racing,PER,2,WET,3.0,12,2021
Red Bull Racing,VER,2,WET,4.0,12,2021
Williams,LAT,2,WET,3.0,12,2021
Williams,RUS,2,WET,3.0,12,2021
Alfa Romeo Racing,GIO,1,SOFT,30.0,13,2021
Alfa Romeo Racing,GIO,2,MEDIUM,6.0,13,2021
Alfa Romeo Racing,GIO,3,HARD,37.0,13,2021
Alfa Romeo Racing,KUB,1,MEDIUM,40.0,13,2021
Alfa Romeo Racing,KUB,2,HARD,30.0,13,2021
AlphaTauri,GAS,1,SOFT,27.0,13,2021
AlphaTauri,GAS,2,MEDIUM,47.0,13,2021
AlphaTauri,TSU,1,SOFT,31.0,13,2021
AlphaTauri,TSU,2,MEDIUM,17.0,13,2021
Alpine,ALO,1,SOFT,36.0,13,2021
Alpine,ALO,2,MEDIUM,38.0,13,2021
Alpine,OCO,1,SOFT,34.0,13,2021
Alpine,OCO,2,MEDIUM,40.0,13,2021
Aston Martin,STR,1,SOFT,27.0,13,2021
Aston Martin,STR,2,HARD,43.0,13,2021
Aston Martin,VET,1,SOFT,10.0,13,2021
Aston Martin,VET,2,HARD,34.0,13,2021
Aston Martin,VET,3,MEDIUM,26.0,13,2021
Ferrari,LEC,1,SOFT,37.0,13,2021
Ferrari,LEC,2,HARD,37.0,13,2021
Ferrari,SAI,1,SOFT,34.0,13,2021
Ferrari,SAI,2,HARD,40.0,13,2021
Haas F1 Team,MAZ,1,MEDIUM,33.0,13,2021
Haas F1 Team,MAZ,2,HARD,8.0,13,2021
Haas F1 Team,MSC,1,SOFT,4.0,13,2021
Haas F1 Team,MSC,2,HARD,26.0,13,2021
Haas F1 Team,MSC,3,MEDIUM,39.0,13,2021
McLaren,NOR,1,MEDIUM,42.0,13,2021
McLaren,NOR,2,HARD,29.0,13,2021
McLaren,RIC,1,SOFT,33.0,13,2021
McLaren,RIC,2,HARD,41.0,13,2021
Mercedes,BOT,1,SOFT,35.0,13,2021
Mercedes,BOT,2,MEDIUM,36.0,13,2021
Mercedes,BOT,3,SOFT,6.0,13,2021
Mercedes,HAM,1,SOFT,24.0,13,2021
Mercedes,HAM,2,MEDIUM,19.0,13,2021
Mercedes,HAM,3,MEDIUM,36.0,13,2021
Mercedes,HAM,4,SOFT,3.0,13,2021
Red Bull Racing,PER,3,HARD,8.0,13,2021
Red Bull Racing,PER,4,MEDIUM,39.0,13,2021
Red Bull Racing,PER,5,SOFT,24.0,13,2021
Red Bull Racing,VER,1,SOFT,24.0,13,2021
Red Bull Racing,VER,2,MEDIUM,19.0,13,2021
Red Bull Racing,VER,3,HARD,32.0,13,2021
Williams,LAT,3,MEDIUM,23.0,13,2021
Williams,LAT,4,HARD,47.0,13,2021
Williams,RUS,1,MEDIUM,27.0,13,2021
Williams,RUS,2,HARD,41.0,13,2021
Williams,RUS,3,SOFT,1.0,13,2021
Alfa Romeo Racing,GIO,1,HARD,36.0,15,2021
Alfa Romeo Racing,GIO,2,MEDIUM,14.0,15,2021
Alfa Romeo Racing,GIO,3,INTERMEDIATE,2.0,15,2021
Alfa Romeo Racing,RAI,1,MEDIUM,15.0,15,2021
Alfa Romeo Racing,RAI,2,HARD,32.0,15,2021
Alfa Romeo Racing,RAI,3,INTERMEDIATE,6.0,15,2021
AlphaTauri,GAS,1,HARD,33.0,15,2021
AlphaTauri,GAS,2,MEDIUM,17.0,15,2021
AlphaTauri,GAS,3,INTERMEDIATE,2.0,15,2021
AlphaTauri,TSU,1,MEDIUM,13.0,15,2021
AlphaTauri,TSU,2,HARD,34.0,15,2021
AlphaTauri,TSU,3,SOFT,2.0,15,2021
AlphaTauri,TSU,4,INTERMEDIATE,6.0,15,2021
Alpine,ALO,1,HARD,36.0,15,2021
Alpine,ALO,2,MEDIUM,14.0,15,2021
Alpine,ALO,3,INTERMEDIATE,3.0,15,2021
Alpine,OCO,1,MEDIUM,15.0,15,2021
Alpine,OCO,2,HARD,35.0,15,2021
Alpine,OCO,3,INTERMEDIATE,2.0,15,2021
Aston Martin,STR,1,MEDIUM,12.0,15,2021
Aston Martin,STR,2,HARD,36.0,15,2021
Aston Martin,STR,3,INTERMEDIATE,5.0,15,2021
Aston Martin,VET,1,MEDIUM,26.0,15,2021
Aston Martin,VET,2,HARD,,15,2021
Aston Martin,VET,3,INTERMEDIATE,2.0,15,2021
Ferrari,LEC,1,HARD,35.0,15,2021
Ferrari,LEC,2,MEDIUM,16.0,15,2021
Ferrari,LEC,3,INTERMEDIATE,1.0,15,2021
Ferrari,SAI,1,MEDIUM,14.0,15,2021
Ferrari,SAI,2,HARD,34.0,15,2021
Ferrari,SAI,3,INTERMEDIATE,11.0,15,2021
Haas F1 Team,MAZ,1,MEDIUM,14.0,15,2021
Haas F1 Team,MAZ,2,HARD,32.0,15,2021
Haas F1 Team,MAZ,3,INTERMEDIATE,5.0,15,2021
Haas F1 Team,MSC,1,MEDIUM,20.0,15,2021
Haas F1 Team,MSC,2,HARD,12.0,15,2021
McLaren,NOR,1,MEDIUM,28.0,15,2021
McLaren,NOR,2,HARD,,15,2021
McLaren,NOR,3,INTERMEDIATE,7.0,15,2021
McLaren,RIC,1,MEDIUM,22.0,15,2021
McLaren,RIC,2,HARD,26.0,15,2021
McLaren,RIC,3,INTERMEDIATE,8.0,15,2021
Mercedes,BOT,1,HARD,28.0,15,2021
Mercedes,BOT,2,MEDIUM,19.0,15,2021
Mercedes,BOT,3,INTERMEDIATE,6.0,15,2021
Mercedes,HAM,1,MEDIUM,26.0,15,2021
Mercedes,HAM,2,HARD,23.0,15,2021
Mercedes,HAM,3,INTERMEDIATE,4.0,15,2021
Red Bull Racing,PER,1,HARD,36.0,15,2021
Red Bull Racing,PER,2,MEDIUM,14.0,15,2021
Red Bull Racing,PER,3,INTERMEDIATE,3.0,15,2021
Red Bull Racing,VER,1,HARD,26.0,15,2021
Red Bull Racing,VER,2,MEDIUM,,15,2021
Red Bull Racing,VER,3,INTERMEDIATE,5.0,15,2021
Williams,LAT,1,MEDIUM,13.0,15,2021
Williams,LAT,2,HARD,34.0,15,2021
Williams,RUS,1,MEDIUM,13.0,15,2021
Williams,RUS,2,HARD,34.0,15,2021
Williams,RUS,3,INTERMEDIATE,10.0,15,2021
Alfa Romeo Racing,GIO,1,INTERMEDIATE,40.0,16,2021
Alfa Romeo Racing,GIO,2,INTERMEDIATE,17.0,16,2021
Alfa Romeo Racing,RAI,1,INTERMEDIATE,37.0,16,2021
Alfa Romeo Racing,RAI,2,INTERMEDIATE,20.0,16,2021
AlphaTauri,GAS,1,INTERMEDIATE,39.0,16,2021
AlphaTauri,GAS,2,INTERMEDIATE,19.0,16,2021
AlphaTauri,TSU,1,INTERMEDIATE,35.0,16,2021
AlphaTauri,TSU,2,INTERMEDIATE,22.0,16,2021
Alpine,ALO,1,INTERMEDIATE,30.0,16,2021
Alpine,ALO,2,INTERMEDIATE,27.0,16,2021
Alpine,OCO,1,INTERMEDIATE,57.0,16,2021
Aston Martin,STR,1,INTERMEDIATE,39.0,16,2021
Aston Martin,STR,2,INTERMEDIATE,19.0,16,2021
Aston Martin,VET,1,INTERMEDIATE,36.0,16,2021
Aston Martin,VET,2,MEDIUM,5.0,16,2021
Aston Martin,VET,3,INTERMEDIATE,20.0,16,2021
Ferrari,LEC,1,INTERMEDIATE,47.0,16,2021
Ferrari,LEC,2,INTERMEDIATE,11.0,16,2021
Ferrari,SAI,1,INTERMEDIATE,36.0,16,2021
Ferrari,SAI,2,INTERMEDIATE,22.0,16,2021
Haas F1 Team,MAZ,1,INTERMEDIATE,35.0,16,2021
Haas F1 Team,MAZ,2,INTERMEDIATE,21.0,16,2021
Haas F1 Team,MSC,1,INTERMEDIATE,39.0,16,2021
Haas F1 Team,MSC,2,INTERMEDIATE,17.0,16,2021
McLaren,NOR,1,INTERMEDIATE,34.0,16,2021
McLaren,NOR,2,INTERMEDIATE,24.0,16,2021
McLaren,RIC,1,INTERMEDIATE,21.0,16,2021
McLaren,RIC,2,INTERMEDIATE,36.0,16,2021
Mercedes,BOT,1,INTERMEDIATE,37.0,16,2021
Mercedes,BOT,2,INTERMEDIATE,22.0,16,2021
Mercedes,BOT,2,UNKNOWN,1.0,16,2021
Mercedes,HAM,1,INTERMEDIATE,50.0,16,2021
Mercedes,HAM,2,INTERMEDIATE,,16,2021
Red Bull Racing,PER,1,INTERMEDIATE,37.0,16,2021
Red Bull Racing,PER,2,INTERMEDIATE,21.0,16,2021
Red Bull Racing,VER,1,INTERMEDIATE,36.0,16,2021
Red Bull Racing,VER,2,INTERMEDIATE,22.0,16,2021
Williams,LAT,1,INTERMEDIATE,34.0,16,2021
Williams,LAT,2,INTERMEDIATE,23.0,16,2021
Williams,RUS,1,INTERMEDIATE,35.0,16,2021
Williams,RUS,2,INTERMEDIATE,22.0,16,2021
Alfa Romeo Racing,GIO,1,MEDIUM,8.0,17,2021
Alfa Romeo Racing,GIO,2,MEDIUM,21.0,17,2021
Alfa Romeo Racing,GIO,3,HARD,,17,2021
Alfa Romeo Racing,RAI,1,MEDIUM,12.0,17,2021
Alfa Romeo Racing,RAI,2,MEDIUM,19.0,17,2021
Alfa Romeo Racing,RAI,3,HARD,24.0,17,2021
AlphaTauri,GAS,1,MEDIUM,13.0,17,2021
AlphaTauri,GAS,2,HARD,4.0,17,2021
AlphaTauri,TSU,1,SOFT,12.0,17,2021
AlphaTauri,TSU,2,HARD,23.0,17,2021
AlphaTauri,TSU,3,HARD,,17,2021
Alpine,ALO,1,MEDIUM,7.0,17,2021
Alpine,ALO,2,HARD,21.0,17,2021
Alpine,ALO,3,HARD,11.0,17,2021
Alpine,ALO,4,MEDIUM,10.0,17,2021
Alpine,OCO,1,MEDIUM,6.0,17,2021
Alpine,OCO,2,HARD,22.0,17,2021
Alpine,OCO,3,MEDIUM,18.0,17,2021
Aston Martin,STR,1,MEDIUM,18.0,17,2021
Aston Martin,STR,2,MEDIUM,16.0,17,2021
Aston Martin,STR,3,HARD,21.0,17,2021
Aston Martin,VET,1,MEDIUM,19.0,17,2021
Aston Martin,VET,2,MEDIUM,23.0,17,2021
Aston Martin,VET,3,HARD,17.0,17,2021
Ferrari,LEC,1,MEDIUM,15.0,17,2021
Ferrari,LEC,2,HARD,20.0,17,2021
Ferrari,LEC,3,HARD,24.0,17,2021
Ferrari,SAI,1,SOFT,14.0,17,2021
Ferrari,SAI,2,HARD,18.0,17,2021
Ferrari,SAI,3,HARD,,17,2021
Haas F1 Team,MAZ,1,MEDIUM,1.0,17,2021
Haas F1 Team,MAZ,2,HARD,,17,2021
Haas F1 Team,MAZ,3,MEDIUM,13.0,17,2021
Haas F1 Team,MAZ,4,MEDIUM,18.0,17,2021
Haas F1 Team,MSC,1,MEDIUM,11.0,17,2021
Haas F1 Team,MSC,2,HARD,23.0,17,2021
Haas F1 Team,MSC,3,MEDIUM,20.0,17,2021
McLaren,NOR,1,MEDIUM,13.0,17,2021
McLaren,NOR,2,HARD,,17,2021
McLaren,NOR,3,HARD,26.0,17,2021
McLaren,RIC,1,MEDIUM,14.0,17,2021
McLaren,RIC,2,HARD,19.0,17,2021
McLaren,RIC,3,HARD,26.0,17,2021
Mercedes,BOT,1,MEDIUM,18.0,17,2021
Mercedes,BOT,2,HARD,19.0,17,2021
Mercedes,BOT,3,HARD,,17,2021
Mercedes,HAM,1,MEDIUM,16.0,17,2021
Mercedes,HAM,2,HARD,24.0,17,2021
Mercedes,HAM,3,HARD,19.0,17,2021
Red Bull Racing,PER,1,MEDIUM,15.0,17,2021
Red Bull Racing,PER,2,MEDIUM,21.0,17,2021
Red Bull Racing,PER,3,HARD,,17,2021
Red Bull Racing,VER,1,MEDIUM,13.0,17,2021
Red Bull Racing,VER,2,HARD,19.0,17,2021
Red Bull Racing,VER,3,HARD,27.0,17,2021
Williams,LAT,1,MEDIUM,5.0,17,2021
Williams,LAT,2,HARD,20.0,17,2021
Williams,LAT,3,HARD,,17,2021
Williams,RUS,1,MEDIUM,9.0,17,2021
Williams,RUS,2,HARD,,17,2021
Williams,RUS,3,HARD,24.0,17,2021
Alfa Romeo Racing,GIO,1.0,MEDIUM,20.0,18,2021
Alfa Romeo Racing,GIO,2.0,HARD,,18,2021
Alfa Romeo Racing,RAI,1.0,MEDIUM,35.0,18,2021
Alfa Romeo Racing,RAI,2.0,HARD,38.0,18,2021
AlphaTauri,GAS,1.0,MEDIUM,34.0,18,2021
AlphaTauri,GAS,2.0,HARD,40.0,18,2021
AlphaTauri,TSU,1.0,SOFT,4.0,18,2021
Alpine,ALO,1.0,MEDIUM,39.0,18,2021
Alpine,ALO,2.0,HARD,31.0,18,2021
Alpine,OCO,1.0,SOFT,14.0,18,2021
Alpine,OCO,2.0,HARD,56.0,18,2021
Aston Martin,STR,1.0,MEDIUM,14.0,18,2021
Aston Martin,STR,2.0,HARD,22.0,18,2021
Aston Martin,STR,3.0,MEDIUM,37.0,18,2021
Aston Martin,VET,1.0,MEDIUM,36.0,18,2021
Aston Martin,VET,2.0,HARD,37.0,18,2021
Ferrari,LEC,1.0,MEDIUM,35.0,18,2021
Ferrari,LEC,2.0,HARD,41.0,18,2021
Ferrari,SAI,1.0,MEDIUM,47.0,18,2021
Ferrari,SAI,2.0,HARD,,18,2021
Haas F1 Team,MAZ,1.0,MEDIUM,13.0,18,2021
Haas F1 Team,MAZ,2.0,HARD,45.0,18,2021
Haas F1 Team,MAZ,3.0,MEDIUM,10.0,18,2021
Haas F1 Team,MSC,1.0,MEDIUM,1.0,18,2021
McLaren,NOR,1.0,MEDIUM,47.0,18,2021
McLaren,NOR,2.0,HARD,26.0,18,2021
McLaren,RIC,1.0,MEDIUM,4.0,18,2021
McLaren,RIC,2.0,HARD,37.0,18,2021
McLaren,RIC,3.0,MEDIUM,34.0,18,2021
Mercedes,BOT,1.0,MEDIUM,6.0,18,2021
Mercedes,BOT,2.0,HARD,39.0,18,2021
Mercedes,BOT,3.0,MEDIUM,23.0,18,2021
Mercedes,BOT,4.0,SOFT,7.0,18,2021
Mercedes,BOT,5.0,SOFT,5.0,18,2021
Mercedes,HAM,1.0,MEDIUM,32.0,18,2021
Mercedes,HAM,2.0,HARD,42.0,18,2021
Red Bull Racing,PER,1.0,MEDIUM,43.0,18,2021
Red Bull Racing,PER,2.0,HARD,31.0,18,2021
Red Bull Racing,VER,1.0,MEDIUM,36.0,18,2021
Red Bull Racing,VER,2.0,HARD,80.0,18,2021
Red Bull Racing,VER,2.0,INTERMEDIATE,41.0,18,2021
Red Bull Racing,VER,2.0,SOFT,46.0,18,2021
Williams,LAT,1.0,MEDIUM,11.0,18,2021
Williams,LAT,2.0,HARD,38.0,18,2021
Williams,LAT,3.0,MEDIUM,22.0,18,2021
Williams,RUS,1.0,MEDIUM,15.0,18,2021
Williams,RUS,2.0,HARD,54.0,18,2021
Alfa Romeo Racing,GIO,1,SOFT,15.0,20,2021
Alfa Romeo Racing,GIO,2,MEDIUM,17.0,20,2021
Alfa Romeo Racing,GIO,3,MEDIUM,24.0,20,2021
Alfa Romeo Racing,RAI,1,SOFT,10.0,20,2021
Alfa Romeo Racing,RAI,2,MEDIUM,20.0,20,2021
Alfa Romeo Racing,RAI,3,HARD,26.0,20,2021
AlphaTauri,GAS,1,SOFT,16.0,20,2021
AlphaTauri,GAS,2,MEDIUM,25.0,20,2021
AlphaTauri,GAS,3,MEDIUM,26.0,20,2021
AlphaTauri,TSU,1,SOFT,12.0,20,2021
AlphaTauri,TSU,2,MEDIUM,25.0,20,2021
AlphaTauri,TSU,3,HARD,22.0,20,2021
Alpine,ALO,1,SOFT,26.0,20,2021
Alpine,ALO,2,HARD,34.0,20,2021
Alpine,OCO,1,SOFT,27.0,20,2021
Alpine,OCO,2,HARD,,20,2021
Aston Martin,STR,1,MEDIUM,23.0,20,2021
Aston Martin,STR,2,HARD,34.0,20,2021
Aston Martin,VET,1,SOFT,29.0,20,2021
Aston Martin,VET,2,MEDIUM,,20,2021
Ferrari,LEC,1,MEDIUM,27.0,20,2021
Ferrari,LEC,2,HARD,30.0,20,2021
Ferrari,SAI,1,MEDIUM,30.0,20,2021
Ferrari,SAI,2,HARD,30.0,20,2021
Haas F1 Team,MAZ,1,MEDIUM,31.0,20,2021
Haas F1 Team,MAZ,2,SOFT,27.0,20,2021
Haas F1 Team,MSC,1,SOFT,25.0,20,2021
Haas F1 Team,MSC,2,MEDIUM,36.0,20,2021
McLaren,NOR,1,SOFT,28.0,20,2021
McLaren,NOR,2,HARD,24.0,20,2021
McLaren,NOR,3,MEDIUM,7.0,20,2021
McLaren,RIC,1,MEDIUM,26.0,20,2021
McLaren,RIC,2,HARD,30.0,20,2021
Mercedes,BOT,1,MEDIUM,36.0,20,2021
Mercedes,BOT,2,HARD,16.0,20,2021
Mercedes,HAM,1,MEDIUM,21.0,20,2021
Mercedes,HAM,2,HARD,24.0,20,2021
Mercedes,HAM,3,MEDIUM,,20,2021
Red Bull Racing,PER,1,MEDIUM,19.0,20,2021
Red Bull Racing,PER,2,HARD,22.0,20,2021
Red Bull Racing,PER,3,MEDIUM,19.0,20,2021
Red Bull Racing,VER,1,MEDIUM,20.0,20,2021
Red Bull Racing,VER,2,HARD,24.0,20,2021
Red Bull Racing,VER,3,MEDIUM,14.0,20,2021
Red Bull Racing,VER,4,SOFT,5.0,20,2021
Williams,LAT,1,SOFT,18.0,20,2021
Williams,LAT,2,HARD,32.0,20,2021
Williams,RUS,1,SOFT,17.0,20,2021
Williams,RUS,2,HARD,32.0,20,2021
Williams,RUS,3,SOFT,9.0,20,2021
Alfa Romeo Racing,GIO,1,MEDIUM,19.0,21,2021
Alfa Romeo Racing,GIO,2,HARD,,21,2021
Alfa Romeo Racing,GIO,3,HARD,37.0,21,2021
Alfa Romeo Racing,RAI,1,MEDIUM,13.0,21,2021
Alfa Romeo Racing,RAI,2,HARD,2.0,21,2021
Alfa Romeo Racing,RAI,3,HARD,13.0,21,2021
Alfa Romeo Racing,RAI,4,MEDIUM,28.0,21,2021
AlphaTauri,GAS,1,MEDIUM,20.0,21,2021
AlphaTauri,GAS,2,HARD,2.0,21,2021
AlphaTauri,GAS,3,HARD,37.0,21,2021
AlphaTauri,TSU,1,MEDIUM,20.0,21,2021
AlphaTauri,TSU,2,HARD,2.0,21,2021
AlphaTauri,TSU,3,MEDIUM,10.0,21,2021
AlphaTauri,TSU,4,HARD,28.0,21,2021
Alpine,ALO,1,MEDIUM,10.0,21,2021
Alpine,ALO,2,HARD,3.0,21,2021
Alpine,ALO,3,HARD,5.0,21,2021
Alpine,ALO,4,HARD,,21,2021
Alpine,ALO,5,SOFT,5.0,21,2021
Alpine,OCO,1,MEDIUM,20.0,21,2021
Alpine,OCO,2,HARD,,21,2021
Alpine,OCO,3,HARD,37.0,21,2021
Aston Martin,STR,1,MEDIUM,9.0,21,2021
Aston Martin,STR,2,HARD,5.0,21,2021
Aston Martin,STR,3,HARD,7.0,21,2021
Aston Martin,STR,4,MEDIUM,35.0,21,2021
Aston Martin,VET,1,HARD,14.0,21,2021
Aston Martin,VET,2,MEDIUM,,21,2021
Aston Martin,VET,3,MEDIUM,,21,2021
Ferrari,LEC,1,MEDIUM,15.0,21,2021
Ferrari,LEC,2,HARD,,21,2021
Ferrari,LEC,3,HARD,5.0,21,2021
Ferrari,LEC,4,HARD,40.0,21,2021
Ferrari,SAI,1,HARD,13.0,21,2021
Ferrari,SAI,2,MEDIUM,5.0,21,2021
Ferrari,SAI,3,MEDIUM,40.0,21,2021
Haas F1 Team,MAZ,1,MEDIUM,13.0,21,2021
Haas F1 Team,MAZ,2,HARD,,21,2021
Haas F1 Team,MSC,1,MEDIUM,9.0,21,2021
McLaren,NOR,1,SOFT,14.0,21,2021
McLaren,NOR,2,HARD,,21,2021
McLaren,NOR,3,HARD,5.0,21,2021
McLaren,NOR,4,HARD,40.0,21,2021
McLaren,RIC,1,HARD,13.0,21,2021
McLaren,RIC,2,MEDIUM,,21,2021
McLaren,RIC,3,MEDIUM,37.0,21,2021
Mercedes,BOT,1,MEDIUM,17.0,21,2021
Mercedes,BOT,2,HARD,,21,2021
Mercedes,BOT,3,HARD,5.0,21,2021
Mercedes,BOT,4,MEDIUM,,21,2021
Mercedes,HAM,1,MEDIUM,19.0,21,2021
Mercedes,HAM,2,HARD,3.0,21,2021
Mercedes,HAM,3,HARD,5.0,21,2021
Mercedes,HAM,4,HARD,40.0,21,2021
Red Bull Racing,PER,1,MEDIUM,17.0,21,2021
Red Bull Racing,PER,2,HARD,,21,2021
Red Bull Racing,PER,3,MEDIUM,2.0,21,2021
Red Bull Racing,VER,1,MEDIUM,17.0,21,2021
Red Bull Racing,VER,2,HARD,,21,2021
Red Bull Racing,VER,3,MEDIUM,,21,2021
Williams,LAT,1,MEDIUM,10.0,21,2021
Williams,LAT,2,HARD,3.0,21,2021
Williams,LAT,3,MEDIUM,2.0,21,2021
Williams,LAT,4,HARD,38.0,21,2021
Williams,RUS,1,MEDIUM,9.0,21,2021
Williams,RUS,2,HARD,4.0,21,2021
Williams,RUS,3,HARD,6.0,21,2021
Alfa Romeo Racing,GIO,1,MEDIUM,17.0,22,2021
Alfa Romeo Racing,GIO,2,HARD,16.0,22,2021
Alfa Romeo Racing,RAI,1,MEDIUM,21.0,22,2021
Alfa Romeo Racing,RAI,2,HARD,4.0,22,2021
AlphaTauri,GAS,1,HARD,36.0,22,2021
AlphaTauri,GAS,2,MEDIUM,21.0,22,2021
AlphaTauri,GAS,3,SOFT,4.0,22,2021
AlphaTauri,TSU,1,MEDIUM,27.0,22,2021
AlphaTauri,TSU,2,HARD,30.0,22,2021
AlphaTauri,TSU,3,SOFT,8.0,22,2021
Alpine,ALO,1,HARD,37.0,22,2021
Alpine,ALO,2,MEDIUM,,22,2021
Alpine,OCO,1,SOFT,18.0,22,2021
Alpine,OCO,2,HARD,44.0,22,2021
Aston Martin,STR,1,MEDIUM,21.0,22,2021
Aston Martin,STR,2,HARD,31.0,22,2021
Aston Martin,STR,3,SOFT,5.0,22,2021
Aston Martin,VET,1,MEDIUM,23.0,22,2021
Aston Martin,VET,2,HARD,35.0,22,2021
Ferrari,LEC,1,SOFT,18.0,22,2021
Ferrari,LEC,2,HARD,,22,2021
Ferrari,LEC,3,MEDIUM,28.0,22,2021
Ferrari,SAI,1,SOFT,22.0,22,2021
Ferrari,SAI,2,HARD,39.0,22,2021
Haas F1 Team,MSC,1,SOFT,10.0,22,2021
Haas F1 Team,MSC,2,HARD,42.0,22,2021
Haas F1 Team,MSC,3,SOFT,8.0,22,2021
McLaren,NOR,1,SOFT,20.0,22,2021
McLaren,NOR,2,HARD,31.0,22,2021
McLaren,NOR,3,MEDIUM,10.0,22,2021
McLaren,RIC,1,SOFT,21.0,22,2021
McLaren,RIC,2,HARD,34.0,22,2021
McLaren,RIC,3,SOFT,8.0,22,2021
Mercedes,BOT,1,MEDIUM,35.0,22,2021
Mercedes,BOT,2,HARD,29.0,22,2021
Mercedes,HAM,1,MEDIUM,17.0,22,2021
Mercedes,HAM,2,HARD,45.0,22,2021
Red Bull Racing,PER,1,SOFT,24.0,22,2021
Red Bull Racing,PER,2,HARD,15.0,22,2021
Red Bull Racing,PER,3,HARD,17.0,22,2021
Red Bull Racing,PER,4,SOFT,5.0,22,2021
Red Bull Racing,VER,1,SOFT,16.0,22,2021
Red Bull Racing,VER,2,HARD,23.0,22,2021
Red Bull Racing,VER,3,HARD,17.0,22,2021
Red Bull Racing,VER,4,SOFT,8.0,22,2021
Williams,LAT,1,MEDIUM,28.0,22,2021
Williams,LAT,2,HARD,22.0,22,2021
Williams,RUS,1,MEDIUM,26.0,22,2021
Alfa Romeo,BOT,1,SOFT,17.0,1,2022
Alfa Romeo,BOT,2,MEDIUM,22.0,1,2022
Alfa Romeo,BOT,3,MEDIUM,,1,2022
Alfa Romeo,BOT,4,SOFT,14.0,1,2022
Alfa Romeo,ZHO,1,SOFT,15.0,1,2022
Alfa Romeo,ZHO,2,MEDIUM,22.0,1,2022
Alfa Romeo,ZHO,3,MEDIUM,8.0,1,2022
Alfa Romeo,ZHO,4,SOFT,15.0,1,2022
AlphaTauri,GAS,1,SOFT,17.0,1,2022
AlphaTauri,GAS,2,MEDIUM,18.0,1,2022
AlphaTauri,GAS,3,HARD,13.0,1,2022
AlphaTauri,GAS,3,SOFT,4.0,1,2022
AlphaTauri,TSU,1,SOFT,15.0,1,2022
AlphaTauri,TSU,2,MEDIUM,14.0,1,2022
AlphaTauri,TSU,3,SOFT,15.0,1,2022
AlphaTauri,TSU,4,SOFT,16.0,1,2022
Alpine,ALO,1,SOFT,14.0,1,2022
Alpine,ALO,2,MEDIUM,14.0,1,2022
Alpine,ALO,3,HARD,17.0,1,2022
Alpine,ALO,4,SOFT,15.0,1,2022
Alpine,OCO,1,SOFT,14.0,1,2022
Alpine,OCO,2,MEDIUM,16.0,1,2022
Alpine,OCO,3,HARD,13.0,1,2022
Alpine,OCO,4,SOFT,17.0,1,2022
Aston Martin,HUL,1,SOFT,19.0,1,2022
Aston Martin,HUL,2,SOFT,18.0,1,2022
Aston Martin,HUL,3,MEDIUM,7.0,1,2022
Aston Martin,HUL,4,SOFT,,1,2022
Aston Martin,STR,1,SOFT,18.0,1,2022
Aston Martin,STR,2,SOFT,20.0,1,2022
Aston Martin,STR,3,MEDIUM,7.0,1,2022
Aston Martin,STR,4,SOFT,,1,2022
Ferrari,LEC,1,SOFT,15.0,1,2022
Ferrari,LEC,2,SOFT,19.0,1,2022
Ferrari,LEC,3,MEDIUM,15.0,1,2022
Ferrari,LEC,4,SOFT,14.0,1,2022
Ferrari,SAI,1,SOFT,17.0,1,2022
Ferrari,SAI,2,SOFT,19.0,1,2022
Ferrari,SAI,3,MEDIUM,11.0,1,2022
Ferrari,SAI,4,SOFT,16.0,1,2022
Haas F1 Team,MAG,1,SOFT,14.0,1,2022
Haas F1 Team,MAG,2,SOFT,23.0,1,2022
