raceId,race,year,round,accident,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindSpeed
1033,Hungarian Grand Prix,2020,3,0,20.74179104477612,77.19253731343284,986.3149253731344,True,27.129850746268666,1.5597014925373132
1034,British Grand Prix,2020,4,2,21.29140625,44.16796874999999,998.40859375,False,40.6328125,3.1140625
1035,70th Anniversary Grand Prix,2020,5,0,25.287068965517243,58.55603448275862,1000.9508620689656,False,43.22758620689656,2.236206896551724
1036,Spanish Grand Prix,2020,6,0,29.7968992248062,56.38449612403101,997.7038759689924,False,47.55581395348836,1.5449612403100776
1037,Belgian Grand Prix,2020,7,1,18.568595041322315,54.85289256198346,962.4297520661156,False,29.82396694214876,1.465289256198347
1038,Italian Grand Prix,2020,8,1,28.090909090909093,40.12447552447553,990.7804195804194,False,41.201398601398594,1.520979020979021
1039,Tuscan Grand Prix,2020,9,6,30.16988636363636,39.94431818181818,993.6153409090912,False,43.10227272727273,2.364772727272728
1040,Russian Grand Prix,2020,10,2,28.80606060606061,51.36287878787879,1012.878787878788,False,40.34242424242424,1.428787878787879
1041,Eifel Grand Prix,2020,11,1,9.499999999999998,59.40408163265305,947.3591836734694,True,16.360204081632652,1.6173469387755104
1042,Portuguese Grand Prix,2020,12,1,20.50546875,67.528125,1007.340625,False,25.715625,4.040625
1043,Emilia Romagna Grand Prix,2020,13,1,18.0304,71.1368,1017.892,False,23.2608,1.3416
1044,Turkish Grand Prix,2020,14,2,13.09568345323741,80.1611510791367,1008.496402877698,True,15.205755395683456,1.0661870503597122
1045,Bahrain Grand Prix,2020,15,2,25.09907407407407,67.84722222222223,1015.897222222222,False,27.548148148148147,0.8430555555555557
1046,Sakhir Grand Prix,2020,16,2,20.947244094488195,58.169291338582674,1015.9417322834648,False,23.469291338582668,1.948031496062992
1047,Abu Dhabi Grand Prix,2020,17,0,23.12148148148148,55.44666666666667,1015.8474074074076,False,27.98,2.504444444444444
1051,Qatar Grand Prix,2021,20,0,26.41513157894737,75.54013157894737,1012.3072368421052,True,30.60328947368421,0.4230263157894736
1051,Qatar Grand Prix,2021,20,0,26.41513157894737,75.54013157894737,1012.3072368421052,True,30.60328947368421,0.4230263157894736
1052,Bahrain Grand Prix,2021,1,1,20.53834586466165,54.517293233082704,1014.9105263157896,False,27.627819548872186,0.8872180451127819
1052,Bahrain Grand Prix,2021,1,1,20.53834586466165,54.517293233082704,1014.9105263157896,False,27.627819548872186,0.8872180451127819
1053,Emilia Romagna Grand Prix,2021,2,3,10.62111801242236,69.4888198757764,1011.2527950310558,True,16.827329192546582,0.4788819875776397
1053,Emilia Romagna Grand Prix,2021,2,3,10.62111801242236,69.4888198757764,1011.2527950310558,True,16.827329192546582,0.4788819875776397
1054,Portuguese Grand Prix,2021,3,1,19.392537313432832,39.403731343283575,1004.8134328358208,False,38.95074626865672,0.8373134328358208
1054,Portuguese Grand Prix,2021,3,1,19.392537313432832,39.403731343283575,1004.8134328358208,False,38.95074626865672,0.8373134328358208
1055,Spanish Grand Prix,2021,4,0,22.203076923076924,57.55307692307692,993.5746153846156,False,32.9223076923077,0.4576923076923077
1055,Spanish Grand Prix,2021,4,0,22.203076923076924,57.55307692307692,993.5746153846156,False,32.9223076923077,0.4576923076923077
1056,Monaco Grand Prix,2021,5,0,20.760740740740744,61.42444444444444,1015.5711111111108,False,37.59555555555556,0.3162962962962963
1056,Monaco Grand Prix,2021,5,0,20.760740740740744,61.42444444444444,1015.5711111111108,False,37.59555555555556,0.3162962962962963
1057,Azerbaijan Grand Prix,2021,6,2,24.17093023255814,55.80523255813954,1014.7308139534885,False,38.31453488372093,0.2837209302325581
1057,Azerbaijan Grand Prix,2021,6,2,24.17093023255814,55.80523255813954,1014.7308139534885,False,38.31453488372093,0.2837209302325581
1058,Styrian Grand Prix,2021,8,1,26.692372881355933,33.246610169491525,938.4771186440676,False,52.35254237288136,0.3677966101694914
1058,Styrian Grand Prix,2021,8,1,26.692372881355933,33.246610169491525,938.4771186440676,False,52.35254237288136,0.3677966101694914
1059,French Grand Prix,2021,7,0,25.3144,58.6304,960.6376,False,35.22879999999999,1.1656
1059,French Grand Prix,2021,7,0,25.3144,58.6304,960.6376,False,35.22879999999999,1.1656
1060,Austrian Grand Prix,2021,9,2,20.96602564102564,49.73076923076923,934.7211538461538,True,33.18397435897436,0.348076923076923
1060,Austrian Grand Prix,2021,9,2,20.96602564102564,49.73076923076923,934.7211538461538,True,33.18397435897436,0.348076923076923
1062,Hungarian Grand Prix,2021,11,6,27.226701570680625,68.61570680628273,977.6308900523562,True,37.822513089005234,0.5675392670157068
1062,Hungarian Grand Prix,2021,11,6,27.226701570680625,68.61570680628273,977.6308900523562,True,37.822513089005234,0.5675392670157068
1063,Belgian Grand Prix,2021,12,0,13.012413793103448,96.43586206896552,970.2217241379312,True,15.258620689655173,0.5113793103448276
1063,Belgian Grand Prix,2021,12,0,13.012413793103448,96.43586206896552,970.2217241379312,True,15.258620689655173,0.5113793103448276
1064,Dutch Grand Prix,2021,13,0,21.50443037974684,54.10822784810126,1021.5056962025316,False,36.10569620253165,0.4424050632911392
1064,Dutch Grand Prix,2021,13,0,21.50443037974684,54.10822784810126,1021.5056962025316,False,36.10569620253165,0.4424050632911392
1066,Russian Grand Prix,2021,15,1,19.13860759493671,61.947468354430384,1023.131012658228,True,21.75696202531645,0.2905063291139241
1066,Russian Grand Prix,2021,15,1,19.13860759493671,61.947468354430384,1023.131012658228,True,21.75696202531645,0.2905063291139241
1067,Turkish Grand Prix,2021,16,0,15.82547770700637,93.5248407643312,1006.4101910828024,False,18.18089171974522,0.486624203821656
1067,Turkish Grand Prix,2021,16,0,15.82547770700637,93.5248407643312,1006.4101910828024,False,18.18089171974522,0.486624203821656
1069,United States Grand Prix,2021,17,0,28.148447204968942,61.19254658385093,992.1298136645962,False,37.47080745341616,0.8540372670807453
1069,United States Grand Prix,2021,17,0,28.148447204968942,61.19254658385093,992.1298136645962,False,37.47080745341616,0.8540372670807453
1070,Mexico City Grand Prix,2021,18,2,21.206707317073167,31.2109756097561,784.2134146341463,False,47.579268292682926,0.3664634146341464
1070,Mexico City Grand Prix,2021,18,2,21.206707317073167,31.2109756097561,784.2134146341463,False,47.579268292682926,0.3664634146341464
1072,Saudi Arabian Grand Prix,2021,21,5,28.816062176165804,76.20310880829015,1013.7974093264248,False,31.68497409326425,0.2715025906735751
1072,Saudi Arabian Grand Prix,2021,21,5,28.816062176165804,76.20310880829015,1013.7974093264248,False,31.68497409326425,0.2715025906735751
1073,Abu Dhabi Grand Prix,2021,22,1,24.519108280254777,59.05477707006369,1017.710828025478,False,28.4656050955414,0.4146496815286624
1073,Abu Dhabi Grand Prix,2021,22,1,24.519108280254777,59.05477707006369,1017.710828025478,False,28.4656050955414,0.4146496815286624
