Team,Driver,Stint,Compound,TyreLife,round,year,Compound_num
Ferrari,RAI,1.0,ULTRASOFT,22.0,1,2018,4 ULTRASOFT
Ferrari,RAI,2.0,SOFT,40.0,1,2018,6 SOFT
Ferrari,VET,1.0,ULTRASOFT,29.0,1,2018,4 ULTRASOFT
Ferrari,VET,2.0,SOFT,33.0,1,2018,6 SOFT
Ferrari,VET,2.0,ULTRASOFT,5.0,1,2018,4 ULTRASOFT
Force India,OCO,1.0,ULTRASOFT,24.0,1,2018,4 ULTRASOFT
Force India,OCO,2.0,SOFT,35.0,1,2018,6 SOFT
Force India,PER,1.0,ULTRASOFT,25.0,1,2018,4 ULTRASOFT
Force India,PER,2.0,SOFT,34.0,1,2018,6 SOFT
Haas F1 Team,GRO,1.0,ULTRASOFT,28.0,1,2018,4 ULTRASOFT
Haas F1 Team,MAG,1.0,ULTRASOFT,26.0,1,2018,4 ULTRASOFT
McLaren,ALO,1.0,ULTRASOFT,27.0,1,2018,4 ULTRASOFT
McLaren,ALO,2.0,SOFT,32.0,1,2018,6 SOFT
McLaren,VAN,1.0,ULTRASOFT,26.0,1,2018,4 ULTRASOFT
McLaren,VAN,2.0,SUPERSOFT,33.0,1,2018,5 SUPERSOFT
Mercedes,BOT,1.0,ULTRASOFT,29.0,1,2018,4 ULTRASOFT
Mercedes,BOT,2.0,SUPERSOFT,33.0,1,2018,5 SUPERSOFT
Mercedes,HAM,1.0,ULTRASOFT,23.0,1,2018,4 ULTRASOFT
Mercedes,HAM,2.0,SOFT,39.0,1,2018,6 SOFT
Red Bull Racing,RIC,1.0,SUPERSOFT,30.0,1,2018,5 SUPERSOFT
Red Bull Racing,RIC,2.0,SOFT,32.0,1,2018,6 SOFT
Red Bull Racing,VER,1.0,SUPERSOFT,25.0,1,2018,5 SUPERSOFT
Red Bull Racing,VER,2.0,SOFT,37.0,1,2018,6 SOFT
Renault,HUL,1.0,ULTRASOFT,28.0,1,2018,4 ULTRASOFT
Renault,HUL,2.0,SOFT,34.0,1,2018,6 SOFT
Renault,SAI,1.0,ULTRASOFT,26.0,1,2018,4 ULTRASOFT
Renault,SAI,2.0,SOFT,36.0,1,2018,6 SOFT
Sauber,ERI,1.0,SUPERSOFT,7.0,1,2018,5 SUPERSOFT
Sauber,LEC,1.0,SUPERSOFT,21.0,1,2018,5 SUPERSOFT
Sauber,LEC,2.0,SOFT,7.0,1,2018,6 SOFT
Sauber,LEC,3.0,ULTRASOFT,31.0,1,2018,4 ULTRASOFT
Toro Rosso,GAS,1.0,ULTRASOFT,15.0,1,2018,4 ULTRASOFT
Toro Rosso,HAR,2.0,SOFT,21.0,1,2018,6 SOFT
Toro Rosso,HAR,3.0,SOFT,2.0,1,2018,6 SOFT
Toro Rosso,HAR,3.0,ULTRASOFT,37.0,1,2018,4 ULTRASOFT
Williams,SIR,1.0,SUPERSOFT,5.0,1,2018,5 SUPERSOFT
Williams,STR,1.0,SUPERSOFT,26.0,1,2018,5 SUPERSOFT
Williams,STR,2.0,SOFT,4.0,1,2018,6 SOFT
Williams,STR,3.0,ULTRASOFT,29.0,1,2018,4 ULTRASOFT
Ferrari,RAI,1.0,SUPERSOFT,22.0,2,2018,5 SUPERSOFT
Ferrari,RAI,2.0,SOFT,16.0,2,2018,6 SOFT
Ferrari,RAI,2.0,SUPERSOFT,5.0,2,2018,5 SUPERSOFT
Ferrari,VET,1.0,SUPERSOFT,21.0,2,2018,5 SUPERSOFT
Ferrari,VET,2.0,SOFT,39.0,2,2018,6 SOFT
Ferrari,VET,2.0,SUPERSOFT,5.0,2,2018,5 SUPERSOFT
Force India,OCO,1.0,SUPERSOFT,19.0,2,2018,5 SUPERSOFT
Force India,OCO,2.0,MEDIUM,20.0,2,2018,7 MEDIUM
Force India,OCO,3.0,SOFT,21.0,2,2018,6 SOFT
Force India,PER,1.0,SOFT,10.0,2,2018,6 SOFT
Force India,PER,2.0,MEDIUM,23.0,2,2018,7 MEDIUM
Force India,PER,3.0,SUPERSOFT,24.0,2,2018,5 SUPERSOFT
Haas F1 Team,GRO,1.0,SUPERSOFT,19.0,2,2018,5 SUPERSOFT
Haas F1 Team,GRO,2.0,SOFT,12.0,2,2018,6 SOFT
Haas F1 Team,GRO,3.0,SUPERSOFT,15.0,2,2018,5 SUPERSOFT
Haas F1 Team,GRO,4.0,SUPERSOFT,11.0,2,2018,5 SUPERSOFT
Haas F1 Team,MAG,1.0,SUPERSOFT,17.0,2,2018,5 SUPERSOFT
Haas F1 Team,MAG,2.0,SUPERSOFT,17.0,2,2018,5 SUPERSOFT
Haas F1 Team,MAG,3.0,SOFT,30.0,2,2018,6 SOFT
McLaren,ALO,1.0,SOFT,15.0,2,2018,6 SOFT
McLaren,ALO,2.0,MEDIUM,25.0,2,2018,7 MEDIUM
McLaren,ALO,3.0,SUPERSOFT,17.0,2,2018,5 SUPERSOFT
McLaren,VAN,1.0,SUPERSOFT,11.0,2,2018,5 SUPERSOFT
McLaren,VAN,2.0,SOFT,18.0,2,2018,6 SOFT
McLaren,VAN,3.0,MEDIUM,28.0,2,2018,7 MEDIUM
Mercedes,BOT,1.0,SUPERSOFT,23.0,2,2018,5 SUPERSOFT
Mercedes,BOT,2.0,MEDIUM,37.0,2,2018,7 MEDIUM
Mercedes,BOT,2.0,SUPERSOFT,5.0,2,2018,5 SUPERSOFT
Mercedes,HAM,1.0,SOFT,29.0,2,2018,6 SOFT
Mercedes,HAM,2.0,MEDIUM,31.0,2,2018,7 MEDIUM
Mercedes,HAM,2.0,SOFT,5.0,2,2018,6 SOFT
Red Bull Racing,VER,1.0,SOFT,3.0,2,2018,6 SOFT
Red Bull Racing,VER,2.0,SUPERSOFT,1.0,2,2018,5 SUPERSOFT
Renault,HUL,1.0,SUPERSOFT,19.0,2,2018,5 SUPERSOFT
Renault,HUL,2.0,SOFT,24.0,2,2018,6 SOFT
Renault,HUL,3.0,SUPERSOFT,21.0,2,2018,5 SUPERSOFT
Renault,SAI,1.0,SUPERSOFT,20.0,2,2018,5 SUPERSOFT
Renault,SAI,2.0,SOFT,10.0,2,2018,6 SOFT
Renault,SAI,3.0,SOFT,11.0,2,2018,6 SOFT
Renault,SAI,3.0,SUPERSOFT,43.0,2,2018,5 SUPERSOFT
Sauber,ERI,1.0,SOFT,24.0,2,2018,6 SOFT
Sauber,ERI,2.0,MEDIUM,33.0,2,2018,7 MEDIUM
Sauber,LEC,1.0,SOFT,4.0,2,2018,6 SOFT
Sauber,LEC,2.0,MEDIUM,31.0,2,2018,7 MEDIUM
Sauber,LEC,3.0,SUPERSOFT,22.0,2,2018,5 SUPERSOFT
Toro Rosso,GAS,1.0,SUPERSOFT,19.0,2,2018,5 SUPERSOFT
Toro Rosso,GAS,2.0,SOFT,19.0,2,2018,6 SOFT
Toro Rosso,GAS,3.0,SUPERSOFT,26.0,2,2018,5 SUPERSOFT
Toro Rosso,HAR,1.0,SUPERSOFT,21.0,2,2018,5 SUPERSOFT
Toro Rosso,HAR,2.0,SOFT,22.0,2,2018,6 SOFT
Toro Rosso,HAR,3.0,SUPERSOFT,17.0,2,2018,5 SUPERSOFT
Williams,SIR,1.0,SOFT,23.0,2,2018,6 SOFT
Williams,SIR,2.0,MEDIUM,18.0,2,2018,7 MEDIUM
Williams,SIR,3.0,SUPERSOFT,16.0,2,2018,5 SUPERSOFT
Williams,STR,1.0,SOFT,11.0,2,2018,6 SOFT
Williams,STR,2.0,SUPERSOFT,19.0,2,2018,5 SUPERSOFT
Williams,STR,3.0,MEDIUM,26.0,2,2018,7 MEDIUM
Ferrari,RAI,1.0,SOFT,31.0,3,2018,6 SOFT
Ferrari,RAI,2.0,MEDIUM,49.0,3,2018,7 MEDIUM
Ferrari,RAI,2.0,SOFT,24.0,3,2018,6 SOFT
Ferrari,VET,1.0,SOFT,24.0,3,2018,6 SOFT
Ferrari,VET,2.0,MEDIUM,62.0,3,2018,7 MEDIUM
Ferrari,VET,2.0,SOFT,30.0,3,2018,6 SOFT
Force India,OCO,1.0,SOFT,12.0,3,2018,6 SOFT
Force India,OCO,2.0,SOFT,21.0,3,2018,6 SOFT
Force India,OCO,3.0,SOFT,36.0,3,2018,6 SOFT
Force India,OCO,3.0,ULTRASOFT,41.0,3,2018,4 ULTRASOFT
Force India,PER,1.0,ULTRASOFT,16.0,3,2018,4 ULTRASOFT
Force India,PER,2.0,ULTRASOFT,24.0,3,2018,4 ULTRASOFT
Force India,PER,3.0,SOFT,39.0,3,2018,6 SOFT
Force India,PER,3.0,ULTRASOFT,18.0,3,2018,4 ULTRASOFT
Haas F1 Team,GRO,1.0,ULTRASOFT,20.0,3,2018,4 ULTRASOFT
Haas F1 Team,GRO,2.0,ULTRASOFT,34.0,3,2018,4 ULTRASOFT
Haas F1 Team,GRO,3.0,MEDIUM,1.0,3,2018,7 MEDIUM
Haas F1 Team,GRO,3.0,ULTRASOFT,,3,2018,4 ULTRASOFT
Haas F1 Team,MAG,1.0,SOFT,29.0,3,2018,6 SOFT
Haas F1 Team,MAG,2.0,MEDIUM,54.0,3,2018,7 MEDIUM
Haas F1 Team,MAG,2.0,SOFT,27.0,3,2018,6 SOFT
McLaren,ALO,1.0,SOFT,30.0,3,2018,6 SOFT
McLaren,ALO,2.0,MEDIUM,45.0,3,2018,7 MEDIUM
McLaren,ALO,2.0,SOFT,19.0,3,2018,6 SOFT
McLaren,VAN,1.0,SOFT,23.0,3,2018,6 SOFT
McLaren,VAN,2.0,MEDIUM,58.0,3,2018,7 MEDIUM
McLaren,VAN,2.0,SOFT,25.0,3,2018,6 SOFT
Mercedes,BOT,1.0,SOFT,23.0,3,2018,6 SOFT
Mercedes,BOT,2.0,MEDIUM,65.0,3,2018,7 MEDIUM
Mercedes,BOT,2.0,SOFT,32.0,3,2018,6 SOFT
Mercedes,HAM,1.0,SOFT,22.0,3,2018,6 SOFT
Mercedes,HAM,2.0,MEDIUM,66.0,3,2018,7 MEDIUM
Mercedes,HAM,2.0,SOFT,32.0,3,2018,6 SOFT
Red Bull Racing,RIC,1.0,ULTRASOFT,21.0,3,2018,4 ULTRASOFT
Red Bull Racing,RIC,2.0,ULTRASOFT,18.0,3,2018,4 ULTRASOFT
Red Bull Racing,RIC,3.0,SOFT,41.0,3,2018,6 SOFT
Red Bull Racing,RIC,3.0,ULTRASOFT,20.0,3,2018,4 ULTRASOFT
Red Bull Racing,VER,1.0,ULTRASOFT,21.0,3,2018,4 ULTRASOFT
Red Bull Racing,VER,2.0,ULTRASOFT,18.0,3,2018,4 ULTRASOFT
Red Bull Racing,VER,3.0,MEDIUM,30.0,3,2018,7 MEDIUM
Red Bull Racing,VER,3.0,SOFT,41.0,3,2018,6 SOFT
Red Bull Racing,VER,3.0,ULTRASOFT,19.0,3,2018,4 ULTRASOFT
Renault,HUL,1.0,ULTRASOFT,17.0,3,2018,4 ULTRASOFT
Renault,HUL,2.0,ULTRASOFT,22.0,3,2018,4 ULTRASOFT
Renault,HUL,3.0,MEDIUM,34.0,3,2018,7 MEDIUM
Renault,HUL,3.0,SOFT,41.0,3,2018,6 SOFT
Renault,HUL,3.0,ULTRASOFT,19.0,3,2018,4 ULTRASOFT
Renault,SAI,1.0,ULTRASOFT,16.0,3,2018,4 ULTRASOFT
Renault,SAI,2.0,ULTRASOFT,23.0,3,2018,4 ULTRASOFT
Renault,SAI,3.0,MEDIUM,35.0,3,2018,7 MEDIUM
Renault,SAI,3.0,SOFT,41.0,3,2018,6 SOFT
Renault,SAI,3.0,ULTRASOFT,19.0,3,2018,4 ULTRASOFT
Sauber,ERI,1.0,SOFT,30.0,3,2018,6 SOFT
Sauber,ERI,2.0,MEDIUM,44.0,3,2018,7 MEDIUM
Sauber,ERI,2.0,SOFT,18.0,3,2018,6 SOFT
Sauber,LEC,1.0,SOFT,22.0,3,2018,6 SOFT
Sauber,LEC,2.0,MEDIUM,60.0,3,2018,7 MEDIUM
Sauber,LEC,2.0,SOFT,26.0,3,2018,6 SOFT
Toro Rosso,GAS,1.0,MEDIUM,21.0,3,2018,7 MEDIUM
Toro Rosso,GAS,2.0,MEDIUM,12.0,3,2018,7 MEDIUM
Toro Rosso,GAS,3.0,MEDIUM,16.0,3,2018,7 MEDIUM
Toro Rosso,GAS,3.0,SOFT,27.0,3,2018,6 SOFT
Toro Rosso,GAS,3.0,ULTRASOFT,41.0,3,2018,4 ULTRASOFT
Toro Rosso,HAR,1.0,ULTRASOFT,11.0,3,2018,4 ULTRASOFT
Toro Rosso,HAR,2.0,ULTRASOFT,21.0,3,2018,4 ULTRASOFT
Toro Rosso,HAR,3.0,SOFT,37.0,3,2018,6 SOFT
Toro Rosso,HAR,3.0,ULTRASOFT,17.0,3,2018,4 ULTRASOFT
Williams,SIR,1.0,SOFT,29.0,3,2018,6 SOFT
Williams,SIR,2.0,SOFT,6.0,3,2018,6 SOFT
Williams,SIR,3.0,MEDIUM,19.0,3,2018,7 MEDIUM
Williams,SIR,3.0,SOFT,38.0,3,2018,6 SOFT
Williams,STR,1.0,SOFT,24.0,3,2018,6 SOFT
Williams,STR,2.0,MEDIUM,56.0,3,2018,7 MEDIUM
Williams,STR,2.0,SOFT,24.0,3,2018,6 SOFT
Ferrari,RAI,2.0,SOFT,40.0,4,2018,6 SOFT
Ferrari,RAI,3.0,ULTRASOFT,11.0,4,2018,4 ULTRASOFT
Ferrari,VET,1.0,SUPERSOFT,35.0,4,2018,5 SUPERSOFT
Ferrari,VET,2.0,SOFT,10.0,4,2018,6 SOFT
Ferrari,VET,3.0,ULTRASOFT,11.0,4,2018,4 ULTRASOFT
Force India,OCO,1.0,ULTRASOFT,4.0,4,2018,4 ULTRASOFT
Force India,PER,1.0,ULTRASOFT,6.0,4,2018,4 ULTRASOFT
Force India,PER,2.0,SOFT,38.0,4,2018,6 SOFT
Force India,PER,3.0,SUPERSOFT,11.0,4,2018,5 SUPERSOFT
Haas F1 Team,GRO,1.0,SOFT,3.0,4,2018,6 SOFT
Haas F1 Team,GRO,2.0,SUPERSOFT,38.0,4,2018,5 SUPERSOFT
Haas F1 Team,GRO,3.0,ULTRASOFT,2.0,4,2018,4 ULTRASOFT
Haas F1 Team,MAG,2.0,SOFT,38.0,4,2018,6 SOFT
Haas F1 Team,MAG,3.0,ULTRASOFT,12.0,4,2018,4 ULTRASOFT
McLaren,ALO,2.0,SOFT,39.0,4,2018,6 SOFT
McLaren,ALO,3.0,ULTRASOFT,15.0,4,2018,4 ULTRASOFT
McLaren,VAN,1.0,SUPERSOFT,18.0,4,2018,5 SUPERSOFT
McLaren,VAN,2.0,SOFT,8.0,4,2018,6 SOFT
McLaren,VAN,3.0,ULTRASOFT,14.0,4,2018,4 ULTRASOFT
McLaren,VAN,4.0,ULTRASOFT,7.0,4,2018,4 ULTRASOFT
McLaren,VAN,5.0,ULTRASOFT,8.0,4,2018,4 ULTRASOFT
Mercedes,BOT,1.0,SUPERSOFT,45.0,4,2018,5 SUPERSOFT
Mercedes,BOT,2.0,ULTRASOFT,11.0,4,2018,4 ULTRASOFT
Mercedes,HAM,1.0,SUPERSOFT,28.0,4,2018,5 SUPERSOFT
Mercedes,HAM,2.0,SOFT,18.0,4,2018,6 SOFT
Mercedes,HAM,3.0,ULTRASOFT,11.0,4,2018,4 ULTRASOFT
Red Bull Racing,RIC,1.0,SUPERSOFT,42.0,4,2018,5 SUPERSOFT
Red Bull Racing,RIC,2.0,ULTRASOFT,2.0,4,2018,4 ULTRASOFT
Red Bull Racing,VER,1.0,SUPERSOFT,43.0,4,2018,5 SUPERSOFT
Red Bull Racing,VER,2.0,ULTRASOFT,1.0,4,2018,4 ULTRASOFT
Renault,HUL,1.0,ULTRASOFT,14.0,4,2018,4 ULTRASOFT
Renault,SAI,1.0,ULTRASOFT,19.0,4,2018,4 ULTRASOFT
Renault,SAI,2.0,SOFT,25.0,4,2018,6 SOFT
Renault,SAI,3.0,ULTRASOFT,14.0,4,2018,4 ULTRASOFT
Sauber,ERI,2.0,SOFT,17.0,4,2018,6 SOFT
Sauber,ERI,3.0,ULTRASOFT,18.0,4,2018,4 ULTRASOFT
Sauber,ERI,4.0,ULTRASOFT,3.0,4,2018,4 ULTRASOFT
Sauber,ERI,5.0,ULTRASOFT,15.0,4,2018,4 ULTRASOFT
Sauber,LEC,1.0,SUPERSOFT,25.0,4,2018,5 SUPERSOFT
Sauber,LEC,2.0,SOFT,16.0,4,2018,6 SOFT
Sauber,LEC,3.0,ULTRASOFT,11.0,4,2018,4 ULTRASOFT
Toro Rosso,GAS,1.0,ULTRASOFT,13.0,4,2018,4 ULTRASOFT
Toro Rosso,GAS,2.0,SOFT,27.0,4,2018,6 SOFT
Toro Rosso,GAS,3.0,ULTRASOFT,12.0,4,2018,4 ULTRASOFT
Toro Rosso,HAR,2.0,ULTRASOFT,21.0,4,2018,4 ULTRASOFT
Toro Rosso,HAR,3.0,SUPERSOFT,17.0,4,2018,5 SUPERSOFT
Toro Rosso,HAR,4.0,ULTRASOFT,12.0,4,2018,4 ULTRASOFT
Williams,SIR,1.0,SUPERSOFT,1.0,4,2018,5 SUPERSOFT
Williams,STR,1.0,SUPERSOFT,24.0,4,2018,5 SUPERSOFT
Williams,STR,2.0,SOFT,17.0,4,2018,6 SOFT
Williams,STR,3.0,ULTRASOFT,11.0,4,2018,4 ULTRASOFT
Ferrari,RAI,1.0,SOFT,29.0,5,2018,6 SOFT
Ferrari,VET,1.0,SOFT,21.0,5,2018,6 SOFT
Ferrari,VET,2.0,MEDIUM,24.0,5,2018,7 MEDIUM
Ferrari,VET,3.0,MEDIUM,25.0,5,2018,7 MEDIUM
Force India,OCO,1.0,SOFT,30.0,5,2018,6 SOFT
Force India,OCO,2.0,MEDIUM,9.0,5,2018,7 MEDIUM
Force India,PER,1.0,SOFT,27.0,5,2018,6 SOFT
Force India,PER,2.0,MEDIUM,14.0,5,2018,7 MEDIUM
Force India,PER,3.0,SOFT,30.0,5,2018,6 SOFT
Haas F1 Team,GRO,1.0,SOFT,5.0,5,2018,6 SOFT
Haas F1 Team,MAG,1.0,SOFT,37.0,5,2018,6 SOFT
Haas F1 Team,MAG,2.0,MEDIUM,33.0,5,2018,7 MEDIUM
McLaren,ALO,1.0,SUPERSOFT,25.0,5,2018,5 SUPERSOFT
McLaren,ALO,2.0,MEDIUM,44.0,5,2018,7 MEDIUM
McLaren,VAN,1.0,SOFT,38.0,5,2018,6 SOFT
McLaren,VAN,2.0,MEDIUM,12.0,5,2018,7 MEDIUM
Mercedes,BOT,1.0,SOFT,23.0,5,2018,6 SOFT
Mercedes,BOT,2.0,MEDIUM,47.0,5,2018,7 MEDIUM
Mercedes,HAM,1.0,SOFT,29.0,5,2018,6 SOFT
Mercedes,HAM,2.0,MEDIUM,41.0,5,2018,7 MEDIUM
Red Bull Racing,RIC,1.0,SOFT,37.0,5,2018,6 SOFT
Red Bull Racing,RIC,2.0,MEDIUM,33.0,5,2018,7 MEDIUM
Red Bull Racing,VER,1.0,SOFT,38.0,5,2018,6 SOFT
Red Bull Racing,VER,2.0,MEDIUM,32.0,5,2018,7 MEDIUM
Renault,HUL,1.0,SOFT,1.0,5,2018,6 SOFT
Renault,SAI,1.0,SOFT,30.0,5,2018,6 SOFT
Renault,SAI,2.0,MEDIUM,40.0,5,2018,7 MEDIUM
Sauber,ERI,1.0,MEDIUM,36.0,5,2018,7 MEDIUM
Sauber,ERI,2.0,SOFT,29.0,5,2018,6 SOFT
Sauber,LEC,1.0,SOFT,21.0,5,2018,6 SOFT
Sauber,LEC,2.0,MEDIUM,44.0,5,2018,7 MEDIUM
Toro Rosso,GAS,1.0,SOFT,1.0,5,2018,6 SOFT
Toro Rosso,HAR,2.0,MEDIUM,35.0,5,2018,7 MEDIUM
Toro Rosso,HAR,2.0,SOFT,4.0,5,2018,6 SOFT
Toro Rosso,HAR,3.0,MEDIUM,31.0,5,2018,7 MEDIUM
Williams,SIR,2.0,MEDIUM,26.0,5,2018,7 MEDIUM
Williams,SIR,2.0,SOFT,4.0,5,2018,6 SOFT
Williams,SIR,3.0,MEDIUM,26.0,5,2018,7 MEDIUM
Williams,SIR,3.0,SUPERSOFT,7.0,5,2018,5 SUPERSOFT
Williams,SIR,4.0,SUPERSOFT,22.0,5,2018,5 SUPERSOFT
Williams,STR,1.0,SOFT,21.0,5,2018,6 SOFT
Williams,STR,2.0,MEDIUM,44.0,5,2018,7 MEDIUM
Ferrari,RAI,1.0,HYPERSOFT,21.0,6,2018,3 HYPERSOFT
Ferrari,RAI,2.0,ULTRASOFT,61.0,6,2018,4 ULTRASOFT
Ferrari,VET,1.0,HYPERSOFT,20.0,6,2018,3 HYPERSOFT
Ferrari,VET,2.0,ULTRASOFT,62.0,6,2018,4 ULTRASOFT
Force India,OCO,1.0,HYPERSOFT,29.0,6,2018,3 HYPERSOFT
Force India,OCO,2.0,SUPERSOFT,55.0,6,2018,5 SUPERSOFT
Force India,PER,1.0,HYPERSOFT,25.0,6,2018,3 HYPERSOFT
Force India,PER,2.0,SUPERSOFT,57.0,6,2018,5 SUPERSOFT
Haas F1 Team,GRO,1.0,ULTRASOFT,16.0,6,2018,4 ULTRASOFT
Haas F1 Team,GRO,2.0,SUPERSOFT,54.0,6,2018,5 SUPERSOFT
Haas F1 Team,GRO,3.0,HYPERSOFT,9.0,6,2018,3 HYPERSOFT
Haas F1 Team,MAG,1.0,ULTRASOFT,18.0,6,2018,4 ULTRASOFT
Haas F1 Team,MAG,2.0,SUPERSOFT,62.0,6,2018,5 SUPERSOFT
McLaren,ALO,1.0,HYPERSOFT,25.0,6,2018,3 HYPERSOFT
McLaren,ALO,2.0,SUPERSOFT,33.0,6,2018,5 SUPERSOFT
McLaren,VAN,1.0,ULTRASOFT,21.0,6,2018,4 ULTRASOFT
McLaren,VAN,2.0,SUPERSOFT,52.0,6,2018,5 SUPERSOFT
McLaren,VAN,3.0,HYPERSOFT,5.0,6,2018,3 HYPERSOFT
Mercedes,BOT,1.0,HYPERSOFT,22.0,6,2018,3 HYPERSOFT
Mercedes,BOT,2.0,SUPERSOFT,61.0,6,2018,5 SUPERSOFT
Mercedes,HAM,1.0,HYPERSOFT,16.0,6,2018,3 HYPERSOFT
Mercedes,HAM,2.0,ULTRASOFT,71.0,6,2018,4 ULTRASOFT
Red Bull Racing,RIC,1.0,HYPERSOFT,21.0,6,2018,3 HYPERSOFT
Red Bull Racing,RIC,2.0,ULTRASOFT,61.0,6,2018,4 ULTRASOFT
Red Bull Racing,VER,1.0,ULTRASOFT,48.0,6,2018,4 ULTRASOFT
Red Bull Racing,VER,2.0,HYPERSOFT,31.0,6,2018,3 HYPERSOFT
Renault,HUL,1.0,ULTRASOFT,51.0,6,2018,4 ULTRASOFT
Renault,HUL,2.0,HYPERSOFT,30.0,6,2018,3 HYPERSOFT
Renault,SAI,1.0,HYPERSOFT,20.0,6,2018,3 HYPERSOFT
Renault,SAI,2.0,ULTRASOFT,62.0,6,2018,4 ULTRASOFT
Sauber,ERI,1.0,ULTRASOFT,18.0,6,2018,4 ULTRASOFT
Sauber,ERI,2.0,SUPERSOFT,61.0,6,2018,5 SUPERSOFT
Sauber,LEC,1.0,ULTRASOFT,15.0,6,2018,4 ULTRASOFT
Sauber,LEC,2.0,SUPERSOFT,56.0,6,2018,5 SUPERSOFT
Toro Rosso,GAS,1.0,HYPERSOFT,43.0,6,2018,3 HYPERSOFT
Toro Rosso,GAS,2.0,SUPERSOFT,41.0,6,2018,5 SUPERSOFT
Toro Rosso,HAR,1.0,HYPERSOFT,14.0,6,2018,3 HYPERSOFT
Toro Rosso,HAR,2.0,ULTRASOFT,58.0,6,2018,4 ULTRASOFT
Williams,SIR,1.0,HYPERSOFT,8.0,6,2018,3 HYPERSOFT
Williams,SIR,2.0,HYPERSOFT,19.0,6,2018,3 HYPERSOFT
Williams,SIR,3.0,ULTRASOFT,30.0,6,2018,4 ULTRASOFT
Williams,SIR,4.0,SUPERSOFT,29.0,6,2018,5 SUPERSOFT
Williams,STR,1.0,ULTRASOFT,10.0,6,2018,4 ULTRASOFT
Williams,STR,2.0,SUPERSOFT,26.0,6,2018,5 SUPERSOFT
Williams,STR,3.0,HYPERSOFT,25.0,6,2018,3 HYPERSOFT
Williams,STR,4.0,HYPERSOFT,17.0,6,2018,3 HYPERSOFT
Ferrari,RAI,1.0,ULTRASOFT,36.0,7,2018,4 ULTRASOFT
Ferrari,RAI,2.0,SUPERSOFT,38.0,7,2018,5 SUPERSOFT
Ferrari,VET,1.0,ULTRASOFT,41.0,7,2018,4 ULTRASOFT
Ferrari,VET,2.0,SUPERSOFT,33.0,7,2018,5 SUPERSOFT
Force India,OCO,1.0,HYPERSOFT,15.0,7,2018,3 HYPERSOFT
Force India,OCO,2.0,SUPERSOFT,58.0,7,2018,5 SUPERSOFT
Force India,PER,1.0,HYPERSOFT,13.0,7,2018,3 HYPERSOFT
Force India,PER,2.0,SUPERSOFT,35.0,7,2018,5 SUPERSOFT
Force India,PER,3.0,SUPERSOFT,25.0,7,2018,5 SUPERSOFT
Haas F1 Team,GRO,1.0,ULTRASOFT,49.0,7,2018,4 ULTRASOFT
Haas F1 Team,GRO,2.0,SUPERSOFT,21.0,7,2018,5 SUPERSOFT
Haas F1 Team,MAG,1.0,ULTRASOFT,23.0,7,2018,4 ULTRASOFT
Haas F1 Team,MAG,2.0,SUPERSOFT,47.0,7,2018,5 SUPERSOFT
McLaren,ALO,1.0,ULTRASOFT,19.0,7,2018,4 ULTRASOFT
McLaren,ALO,2.0,SUPERSOFT,22.0,7,2018,5 SUPERSOFT
McLaren,ALO,3.0,SUPERSOFT,1.0,7,2018,5 SUPERSOFT
McLaren,VAN,2.0,SUPERSOFT,47.0,7,2018,5 SUPERSOFT
McLaren,VAN,3.0,HYPERSOFT,20.0,7,2018,3 HYPERSOFT
Mercedes,BOT,1.0,ULTRASOFT,40.0,7,2018,4 ULTRASOFT
Mercedes,BOT,2.0,SUPERSOFT,34.0,7,2018,5 SUPERSOFT
Mercedes,HAM,1.0,ULTRASOFT,20.0,7,2018,4 ULTRASOFT
Mercedes,HAM,2.0,SUPERSOFT,54.0,7,2018,5 SUPERSOFT
Red Bull Racing,RIC,1.0,HYPERSOFT,21.0,7,2018,3 HYPERSOFT
Red Bull Racing,RIC,2.0,SUPERSOFT,53.0,7,2018,5 SUPERSOFT
Red Bull Racing,VER,1.0,HYPERSOFT,20.0,7,2018,3 HYPERSOFT
Red Bull Racing,VER,2.0,SUPERSOFT,54.0,7,2018,5 SUPERSOFT
Renault,HUL,1.0,HYPERSOFT,17.0,7,2018,3 HYPERSOFT
Renault,HUL,2.0,SUPERSOFT,56.0,7,2018,5 SUPERSOFT
Renault,SAI,1.0,HYPERSOFT,18.0,7,2018,3 HYPERSOFT
Renault,SAI,2.0,SUPERSOFT,55.0,7,2018,5 SUPERSOFT
Sauber,ERI,2.0,SUPERSOFT,67.0,7,2018,5 SUPERSOFT
Sauber,LEC,1.0,ULTRASOFT,20.0,7,2018,4 ULTRASOFT
Sauber,LEC,2.0,SUPERSOFT,50.0,7,2018,5 SUPERSOFT
Toro Rosso,GAS,1.0,HYPERSOFT,24.0,7,2018,3 HYPERSOFT
Toro Rosso,GAS,2.0,SUPERSOFT,46.0,7,2018,5 SUPERSOFT
Toro Rosso,HAR,1.0,HYPERSOFT,1.0,7,2018,3 HYPERSOFT
Williams,SIR,1.0,SUPERSOFT,27.0,7,2018,5 SUPERSOFT
Williams,SIR,2.0,ULTRASOFT,42.0,7,2018,4 ULTRASOFT
Williams,STR,1.0,ULTRASOFT,1.0,7,2018,4 ULTRASOFT
Ferrari,RAI,1.0,ULTRASOFT,38.0,8,2018,4 ULTRASOFT
Ferrari,RAI,2.0,SUPERSOFT,19.0,8,2018,5 SUPERSOFT
