Team,Driver,Stint,Compound,TyreLife,round,year,Compound_num
Williams,KUB,1.0,MEDIUM,20.0,20,2019,7 MEDIUM
Williams,KUB,2.0,MEDIUM,16.0,20,2019,7 MEDIUM
Williams,KUB,3.0,HARD,17.0,20,2019,8 HARD
Williams,KUB,4.0,SOFT,13.0,20,2019,6 SOFT
Williams,KUB,5.0,SOFT,7.0,20,2019,6 SOFT
Williams,RUS,1.0,MEDIUM,23.0,20,2019,7 MEDIUM
Williams,RUS,2.0,MEDIUM,31.0,20,2019,7 MEDIUM
Williams,RUS,3.0,SOFT,12.0,20,2019,6 SOFT
Williams,RUS,4.0,SOFT,8.0,20,2019,6 SOFT
Alfa Romeo Racing,GIO,1.0,SOFT,8.0,21,2019,6 SOFT
Alfa Romeo Racing,GIO,2.0,HARD,18.0,21,2019,8 HARD
Alfa Romeo Racing,GIO,3.0,MEDIUM,28.0,21,2019,7 MEDIUM
Alfa Romeo Racing,RAI,1.0,MEDIUM,22.0,21,2019,7 MEDIUM
Alfa Romeo Racing,RAI,2.0,HARD,32.0,21,2019,8 HARD
Ferrari,LEC,1.0,MEDIUM,15.0,21,2019,7 MEDIUM
Ferrari,LEC,2.0,HARD,26.0,21,2019,8 HARD
Ferrari,LEC,3.0,SOFT,17.0,21,2019,6 SOFT
Ferrari,VET,1.0,SOFT,15.0,21,2019,6 SOFT
Ferrari,VET,2.0,HARD,26.0,21,2019,8 HARD
Ferrari,VET,3.0,MEDIUM,17.0,21,2019,7 MEDIUM
Haas F1 Team,GRO,1.0,MEDIUM,18.0,21,2019,7 MEDIUM
Haas F1 Team,GRO,2.0,HARD,37.0,21,2019,8 HARD
Haas F1 Team,MAG,1.0,MEDIUM,20.0,21,2019,7 MEDIUM
Haas F1 Team,MAG,2.0,HARD,35.0,21,2019,8 HARD
McLaren,NOR,1.0,SOFT,11.0,21,2019,6 SOFT
McLaren,NOR,2.0,HARD,46.0,21,2019,8 HARD
McLaren,SAI,1.0,SOFT,15.0,21,2019,6 SOFT
McLaren,SAI,2.0,HARD,29.0,21,2019,8 HARD
McLaren,SAI,3.0,MEDIUM,13.0,21,2019,7 MEDIUM
Mercedes,BOT,1.0,MEDIUM,32.0,21,2019,7 MEDIUM
Mercedes,BOT,2.0,HARD,26.0,21,2019,8 HARD
Mercedes,HAM,1.0,MEDIUM,29.0,21,2019,7 MEDIUM
Mercedes,HAM,2.0,HARD,29.0,21,2019,8 HARD
Racing Point,PER,1.0,MEDIUM,37.0,21,2019,7 MEDIUM
Racing Point,PER,2.0,HARD,17.0,21,2019,8 HARD
Racing Point,STR,1.0,MEDIUM,5.0,21,2019,7 MEDIUM
Racing Point,STR,2.0,HARD,18.0,21,2019,8 HARD
Racing Point,STR,3.0,SOFT,22.0,21,2019,6 SOFT
Red Bull Racing,ALB,1.0,MEDIUM,16.0,21,2019,7 MEDIUM
Red Bull Racing,ALB,2.0,HARD,42.0,21,2019,8 HARD
Red Bull Racing,VER,1.0,MEDIUM,28.0,21,2019,7 MEDIUM
Red Bull Racing,VER,2.0,HARD,30.0,21,2019,8 HARD
Renault,HUL,1.0,SOFT,21.0,21,2019,6 SOFT
Renault,HUL,2.0,MEDIUM,36.0,21,2019,7 MEDIUM
Renault,RIC,1.0,SOFT,14.0,21,2019,6 SOFT
Renault,RIC,2.0,HARD,31.0,21,2019,8 HARD
Renault,RIC,3.0,SOFT,15.0,21,2019,6 SOFT
Toro Rosso,GAS,1.0,MEDIUM,1.0,21,2019,7 MEDIUM
Toro Rosso,GAS,2.0,HARD,52.0,21,2019,8 HARD
Toro Rosso,KVY,1.0,HARD,40.0,21,2019,8 HARD
Toro Rosso,KVY,2.0,MEDIUM,14.0,21,2019,7 MEDIUM
Williams,KUB,1.0,HARD,24.0,21,2019,8 HARD
Williams,KUB,2.0,MEDIUM,29.0,21,2019,7 MEDIUM
Williams,RUS,1.0,HARD,32.0,21,2019,8 HARD
Williams,RUS,2.0,MEDIUM,22.0,21,2019,7 MEDIUM
Alfa Romeo Racing,GIO,1.0,MEDIUM,20.0,1,2020,7 MEDIUM
Alfa Romeo Racing,GIO,2.0,HARD,30.0,1,2020,8 HARD
Alfa Romeo Racing,GIO,3.0,SOFT,1.0,1,2020,6 SOFT
Alfa Romeo Racing,GIO,4.0,SOFT,16.0,1,2020,6 SOFT
Alfa Romeo Racing,RAI,1.0,MEDIUM,19.0,1,2020,7 MEDIUM
Alfa Romeo Racing,RAI,2.0,HARD,27.0,1,2020,8 HARD
Alfa Romeo Racing,RAI,3.0,SOFT,3.0,1,2020,6 SOFT
Alfa Romeo Racing,RAI,3.0,UNKNOWN,1.0,1,2020,0 UNKNOWN
AlphaTauri,GAS,1.0,MEDIUM,21.0,1,2020,7 MEDIUM
AlphaTauri,GAS,2.0,HARD,,1,2020,8 HARD
AlphaTauri,GAS,3.0,HARD,45.0,1,2020,8 HARD
AlphaTauri,KVY,1.0,MEDIUM,21.0,1,2020,7 MEDIUM
AlphaTauri,KVY,2.0,HARD,25.0,1,2020,8 HARD
AlphaTauri,KVY,3.0,SOFT,5.0,1,2020,6 SOFT
AlphaTauri,KVY,4.0,SOFT,19.0,1,2020,6 SOFT
AlphaTauri,KVY,4.0,UNKNOWN,1.0,1,2020,0 UNKNOWN
Ferrari,LEC,1.0,SOFT,24.0,1,2020,6 SOFT
Ferrari,LEC,2.0,HARD,25.0,1,2020,8 HARD
Ferrari,LEC,3.0,MEDIUM,,1,2020,7 MEDIUM
Ferrari,LEC,4.0,MEDIUM,21.0,1,2020,7 MEDIUM
Ferrari,LEC,4.0,UNKNOWN,1.0,1,2020,0 UNKNOWN
Ferrari,VET,1.0,MEDIUM,21.0,1,2020,7 MEDIUM
Ferrari,VET,2.0,HARD,25.0,1,2020,8 HARD
Ferrari,VET,3.0,SOFT,5.0,1,2020,6 SOFT
Ferrari,VET,4.0,SOFT,21.0,1,2020,6 SOFT
Ferrari,VET,4.0,UNKNOWN,1.0,1,2020,0 UNKNOWN
Haas F1 Team,GRO,1.0,MEDIUM,15.0,1,2020,7 MEDIUM
Haas F1 Team,GRO,2.0,HARD,33.0,1,2020,8 HARD
Haas F1 Team,GRO,2.0,UNKNOWN,4.0,1,2020,0 UNKNOWN
Haas F1 Team,MAG,1.0,MEDIUM,19.0,1,2020,7 MEDIUM
McLaren,NOR,1.0,SOFT,24.0,1,2020,6 SOFT
McLaren,NOR,2.0,HARD,25.0,1,2020,8 HARD
McLaren,NOR,3.0,MEDIUM,5.0,1,2020,7 MEDIUM
McLaren,NOR,4.0,MEDIUM,20.0,1,2020,7 MEDIUM
McLaren,SAI,1.0,SOFT,24.0,1,2020,6 SOFT
McLaren,SAI,2.0,HARD,26.0,1,2020,8 HARD
McLaren,SAI,3.0,MEDIUM,4.0,1,2020,7 MEDIUM
McLaren,SAI,4.0,MEDIUM,19.0,1,2020,7 MEDIUM
Mercedes,BOT,1.0,SOFT,25.0,1,2020,6 SOFT
Mercedes,BOT,2.0,HARD,30.0,1,2020,8 HARD
Mercedes,BOT,3.0,HARD,45.0,1,2020,8 HARD
Mercedes,HAM,1.0,SOFT,24.0,1,2020,6 SOFT
Mercedes,HAM,2.0,HARD,30.0,1,2020,8 HARD
Mercedes,HAM,3.0,HARD,45.0,1,2020,8 HARD
Racing Point,PER,1.0,SOFT,24.0,1,2020,6 SOFT
Racing Point,PER,2.0,MEDIUM,30.0,1,2020,7 MEDIUM
Racing Point,PER,3.0,MEDIUM,45.0,1,2020,7 MEDIUM
Racing Point,STR,1.0,SOFT,18.0,1,2020,6 SOFT
Red Bull Racing,ALB,1.0,SOFT,24.0,1,2020,6 SOFT
Red Bull Racing,ALB,2.0,HARD,25.0,1,2020,8 HARD
Red Bull Racing,ALB,3.0,SOFT,8.0,1,2020,6 SOFT
Red Bull Racing,ALB,4.0,SOFT,19.0,1,2020,6 SOFT
Red Bull Racing,VER,1.0,MEDIUM,15.0,1,2020,7 MEDIUM
Renault,OCO,1.0,MEDIUM,21.0,1,2020,7 MEDIUM
Renault,OCO,2.0,HARD,30.0,1,2020,8 HARD
Renault,OCO,3.0,HARD,46.0,1,2020,8 HARD
Renault,OCO,3.0,UNKNOWN,1.0,1,2020,0 UNKNOWN
Renault,RIC,1.0,SOFT,15.0,1,2020,6 SOFT
Williams,LAT,1.0,MEDIUM,21.0,1,2020,7 MEDIUM
Williams,LAT,2.0,HARD,25.0,1,2020,8 HARD
Williams,LAT,2.0,MEDIUM,4.0,1,2020,7 MEDIUM
Williams,LAT,3.0,HARD,4.0,1,2020,8 HARD
Williams,LAT,3.0,UNKNOWN,5.0,1,2020,0 UNKNOWN
Williams,LAT,4.0,SOFT,21.0,1,2020,6 SOFT
Williams,LAT,4.0,UNKNOWN,5.0,1,2020,0 UNKNOWN
Williams,RUS,1.0,MEDIUM,20.0,1,2020,7 MEDIUM
Williams,RUS,2.0,HARD,25.0,1,2020,8 HARD
Williams,RUS,2.0,UNKNOWN,1.0,1,2020,0 UNKNOWN
McLaren,SAI,1.0,SOFT,32.0,2,2020,6 SOFT
McLaren,SAI,2.0,MEDIUM,34.0,2,2020,7 MEDIUM
McLaren,SAI,3.0,SOFT,4.0,2,2020,6 SOFT
Alfa Romeo Racing,GIO,1.0,INTERMEDIATE,4.0,3,2020,2 INTERMEDIATE
Alfa Romeo Racing,GIO,2.0,SOFT,16.0,3,2020,6 SOFT
Alfa Romeo Racing,GIO,3.0,MEDIUM,20.0,3,2020,7 MEDIUM
Alfa Romeo Racing,GIO,4.0,HARD,29.0,3,2020,8 HARD
Alfa Romeo Racing,RAI,1.0,INTERMEDIATE,3.0,3,2020,2 INTERMEDIATE
Alfa Romeo Racing,RAI,2.0,MEDIUM,30.0,3,2020,7 MEDIUM
Alfa Romeo Racing,RAI,3.0,HARD,36.0,3,2020,8 HARD
AlphaTauri,GAS,1.0,INTERMEDIATE,3.0,3,2020,2 INTERMEDIATE
AlphaTauri,GAS,2.0,SOFT,12.0,3,2020,6 SOFT
AlphaTauri,KVY,1.0,INTERMEDIATE,1.0,3,2020,2 INTERMEDIATE
AlphaTauri,KVY,2.0,SOFT,,3,2020,6 SOFT
AlphaTauri,KVY,3.0,HARD,51.0,3,2020,8 HARD
Ferrari,LEC,1.0,INTERMEDIATE,2.0,3,2020,2 INTERMEDIATE
Ferrari,LEC,2.0,SOFT,21.0,3,2020,6 SOFT
Ferrari,LEC,3.0,HARD,49.0,3,2020,8 HARD
Ferrari,VET,1.0,INTERMEDIATE,3.0,3,2020,2 INTERMEDIATE
Ferrari,VET,2.0,MEDIUM,26.0,3,2020,7 MEDIUM
Ferrari,VET,3.0,HARD,,3,2020,8 HARD
Haas F1 Team,GRO,2.0,INTERMEDIATE,3.0,3,2020,2 INTERMEDIATE
Haas F1 Team,GRO,2.0,MEDIUM,34.0,3,2020,7 MEDIUM
Haas F1 Team,GRO,3.0,HARD,,3,2020,8 HARD
Haas F1 Team,MAG,2.0,MEDIUM,35.0,3,2020,7 MEDIUM
Haas F1 Team,MAG,2.0,UNKNOWN,4.0,3,2020,0 UNKNOWN
Haas F1 Team,MAG,2.0,WET,2.0,3,2020,1 WET
Haas F1 Team,MAG,3.0,HARD,35.0,3,2020,8 HARD
Haas F1 Team,MAG,3.0,UNKNOWN,,3,2020,0 UNKNOWN
McLaren,NOR,1.0,INTERMEDIATE,4.0,3,2020,2 INTERMEDIATE
McLaren,NOR,2.0,MEDIUM,31.0,3,2020,7 MEDIUM
McLaren,NOR,3.0,HARD,34.0,3,2020,8 HARD
McLaren,SAI,1.0,INTERMEDIATE,3.0,3,2020,2 INTERMEDIATE
McLaren,SAI,2.0,MEDIUM,37.0,3,2020,7 MEDIUM
McLaren,SAI,3.0,HARD,29.0,3,2020,8 HARD
Mercedes,BOT,1.0,INTERMEDIATE,2.0,3,2020,2 INTERMEDIATE
Mercedes,BOT,2.0,MEDIUM,31.0,3,2020,7 MEDIUM
Mercedes,BOT,3.0,MEDIUM,19.0,3,2020,7 MEDIUM
Mercedes,BOT,4.0,HARD,21.0,3,2020,8 HARD
Mercedes,HAM,1.0,INTERMEDIATE,3.0,3,2020,2 INTERMEDIATE
Mercedes,HAM,2.0,MEDIUM,34.0,3,2020,7 MEDIUM
Mercedes,HAM,3.0,MEDIUM,29.0,3,2020,7 MEDIUM
Mercedes,HAM,4.0,SOFT,7.0,3,2020,6 SOFT
Racing Point,PER,1.0,INTERMEDIATE,3.0,3,2020,2 INTERMEDIATE
Racing Point,PER,2.0,MEDIUM,32.0,3,2020,7 MEDIUM
Racing Point,PER,3.0,HARD,34.0,3,2020,8 HARD
Racing Point,STR,1.0,INTERMEDIATE,3.0,3,2020,2 INTERMEDIATE
Racing Point,STR,2.0,MEDIUM,32.0,3,2020,7 MEDIUM
Racing Point,STR,3.0,MEDIUM,22.0,3,2020,7 MEDIUM
Racing Point,STR,4.0,HARD,,3,2020,8 HARD
Red Bull Racing,ALB,1.0,INTERMEDIATE,3.0,3,2020,2 INTERMEDIATE
Red Bull Racing,ALB,2.0,MEDIUM,31.0,3,2020,7 MEDIUM
Red Bull Racing,ALB,3.0,HARD,36.0,3,2020,8 HARD
Red Bull Racing,VER,1.0,INTERMEDIATE,4.0,3,2020,2 INTERMEDIATE
Red Bull Racing,VER,2.0,MEDIUM,32.0,3,2020,7 MEDIUM
Red Bull Racing,VER,3.0,HARD,34.0,3,2020,8 HARD
Renault,RIC,1.0,INTERMEDIATE,4.0,3,2020,2 INTERMEDIATE
Renault,RIC,2.0,MEDIUM,39.0,3,2020,7 MEDIUM
Renault,RIC,3.0,MEDIUM,,3,2020,7 MEDIUM
Williams,LAT,1.0,INTERMEDIATE,3.0,3,2020,2 INTERMEDIATE
Williams,LAT,2.0,SOFT,,3,2020,6 SOFT
Williams,LAT,3.0,MEDIUM,27.0,3,2020,7 MEDIUM
Williams,LAT,4.0,MEDIUM,12.0,3,2020,7 MEDIUM
Williams,LAT,4.0,UNKNOWN,1.0,3,2020,0 UNKNOWN
Williams,LAT,5.0,SOFT,23.0,3,2020,6 SOFT
Williams,LAT,6.0,HARD,,3,2020,8 HARD
Williams,RUS,1.0,INTERMEDIATE,4.0,3,2020,2 INTERMEDIATE
Williams,RUS,2.0,SOFT,15.0,3,2020,6 SOFT
Williams,RUS,3.0,MEDIUM,,3,2020,7 MEDIUM
Williams,RUS,4.0,MEDIUM,23.0,3,2020,7 MEDIUM
Alfa Romeo Racing,GIO,1.0,MEDIUM,12.0,4,2020,7 MEDIUM
Alfa Romeo Racing,GIO,2.0,HARD,40.0,4,2020,8 HARD
Alfa Romeo Racing,RAI,1.0,MEDIUM,12.0,4,2020,7 MEDIUM
Alfa Romeo Racing,RAI,2.0,HARD,35.0,4,2020,8 HARD
Alfa Romeo Racing,RAI,3.0,SOFT,4.0,4,2020,6 SOFT
AlphaTauri,GAS,1.0,MEDIUM,12.0,4,2020,7 MEDIUM
AlphaTauri,GAS,2.0,HARD,,4,2020,8 HARD
AlphaTauri,KVY,1.0,MEDIUM,11.0,4,2020,7 MEDIUM
Ferrari,LEC,1.0,MEDIUM,16.0,4,2020,7 MEDIUM
Ferrari,LEC,2.0,HARD,39.0,4,2020,8 HARD
Ferrari,VET,1.0,SOFT,15.0,4,2020,6 SOFT
Ferrari,VET,2.0,HARD,,4,2020,8 HARD
Haas F1 Team,GRO,1.0,MEDIUM,36.0,4,2020,7 MEDIUM
Haas F1 Team,GRO,2.0,HARD,16.0,4,2020,8 HARD
Haas F1 Team,MAG,1.0,MEDIUM,1.0,4,2020,7 MEDIUM
McLaren,NOR,1.0,SOFT,15.0,4,2020,6 SOFT
McLaren,NOR,2.0,HARD,40.0,4,2020,8 HARD
McLaren,SAI,1.0,SOFT,16.0,4,2020,6 SOFT
McLaren,SAI,2.0,HARD,38.0,4,2020,8 HARD
McLaren,SAI,3.0,MEDIUM,1.0,4,2020,7 MEDIUM
Mercedes,BOT,1.0,MEDIUM,16.0,4,2020,7 MEDIUM
Mercedes,BOT,2.0,HARD,37.0,4,2020,8 HARD
Mercedes,BOT,3.0,SOFT,5.0,4,2020,6 SOFT
Mercedes,HAM,1.0,MEDIUM,16.0,4,2020,7 MEDIUM
Mercedes,HAM,2.0,HARD,39.0,4,2020,8 HARD
Racing Point,HUL,1.0,HARD,1.0,4,2020,8 HARD
Racing Point,STR,1.0,MEDIUM,16.0,4,2020,7 MEDIUM
Racing Point,STR,2.0,HARD,39.0,4,2020,8 HARD
Red Bull Racing,ALB,1.0,MEDIUM,6.0,4,2020,7 MEDIUM
Red Bull Racing,ALB,2.0,HARD,24.0,4,2020,8 HARD
Red Bull Racing,ALB,3.0,MEDIUM,25.0,4,2020,7 MEDIUM
Red Bull Racing,VER,1.0,MEDIUM,16.0,4,2020,7 MEDIUM
Red Bull Racing,VER,2.0,HARD,37.0,4,2020,8 HARD
Red Bull Racing,VER,3.0,SOFT,5.0,4,2020,6 SOFT
Renault,OCO,1.0,SOFT,15.0,4,2020,6 SOFT
Renault,OCO,2.0,HARD,40.0,4,2020,8 HARD
Renault,RIC,1.0,SOFT,15.0,4,2020,6 SOFT
Renault,RIC,2.0,HARD,,4,2020,8 HARD
Williams,LAT,1.0,MEDIUM,12.0,4,2020,7 MEDIUM
Williams,LAT,2.0,HARD,,4,2020,8 HARD
Williams,RUS,1.0,MEDIUM,12.0,4,2020,7 MEDIUM
Williams,RUS,2.0,HARD,,4,2020,8 HARD
Alfa Romeo Racing,GIO,1.0,MEDIUM,7.0,5,2020,7 MEDIUM
Alfa Romeo Racing,GIO,2.0,HARD,26.0,5,2020,8 HARD
Alfa Romeo Racing,GIO,3.0,MEDIUM,18.0,5,2020,7 MEDIUM
Alfa Romeo Racing,RAI,1.0,HARD,26.0,5,2020,8 HARD
Alfa Romeo Racing,RAI,2.0,MEDIUM,25.0,5,2020,7 MEDIUM
AlphaTauri,GAS,1.0,MEDIUM,10.0,5,2020,7 MEDIUM
AlphaTauri,GAS,2.0,HARD,,5,2020,8 HARD
AlphaTauri,GAS,3.0,HARD,,5,2020,8 HARD
AlphaTauri,KVY,1.0,HARD,19.0,5,2020,8 HARD
AlphaTauri,KVY,2.0,HARD,17.0,5,2020,8 HARD
AlphaTauri,KVY,2.0,UNKNOWN,1.0,5,2020,0 UNKNOWN
AlphaTauri,KVY,3.0,MEDIUM,18.0,5,2020,7 MEDIUM
AlphaTauri,KVY,3.0,UNKNOWN,1.0,5,2020,0 UNKNOWN
Ferrari,LEC,1.0,MEDIUM,21.0,5,2020,7 MEDIUM
Ferrari,LEC,2.0,HARD,,5,2020,8 HARD
Ferrari,VET,1.0,HARD,23.0,5,2020,8 HARD
Ferrari,VET,2.0,HARD,,5,2020,8 HARD
Ferrari,VET,3.0,MEDIUM,22.0,5,2020,7 MEDIUM
Haas F1 Team,GRO,1.0,MEDIUM,20.0,5,2020,7 MEDIUM
Haas F1 Team,GRO,2.0,HARD,22.0,5,2020,8 HARD
Haas F1 Team,GRO,3.0,HARD,13.0,5,2020,8 HARD
Haas F1 Team,MAG,1.0,MEDIUM,9.0,5,2020,7 MEDIUM
Haas F1 Team,MAG,2.0,HARD,12.0,5,2020,8 HARD
Haas F1 Team,MAG,3.0,HARD,23.0,5,2020,8 HARD
McLaren,NOR,1.0,MEDIUM,15.0,5,2020,7 MEDIUM
McLaren,NOR,2.0,HARD,17.0,5,2020,8 HARD
McLaren,NOR,3.0,HARD,23.0,5,2020,8 HARD
McLaren,SAI,1.0,HARD,22.0,5,2020,8 HARD
McLaren,SAI,2.0,MEDIUM,15.0,5,2020,7 MEDIUM
McLaren,SAI,3.0,HARD,18.0,5,2020,8 HARD
Mercedes,BOT,1.0,MEDIUM,16.0,5,2020,7 MEDIUM
Mercedes,BOT,2.0,HARD,19.0,5,2020,8 HARD
Mercedes,BOT,3.0,HARD,20.0,5,2020,8 HARD
Mercedes,HAM,1.0,MEDIUM,17.0,5,2020,7 MEDIUM
Mercedes,HAM,2.0,HARD,27.0,5,2020,8 HARD
Mercedes,HAM,3.0,HARD,11.0,5,2020,8 HARD
Racing Point,HUL,1.0,MEDIUM,18.0,5,2020,7 MEDIUM
Racing Point,HUL,2.0,HARD,15.0,5,2020,8 HARD
Racing Point,HUL,3.0,HARD,14.0,5,2020,8 HARD
Racing Point,HUL,4.0,SOFT,,5,2020,6 SOFT
Racing Point,STR,1.0,MEDIUM,21.0,5,2020,7 MEDIUM
Racing Point,STR,2.0,HARD,13.0,5,2020,8 HARD
Racing Point,STR,3.0,HARD,21.0,5,2020,8 HARD
Red Bull Racing,ALB,1.0,MEDIUM,9.0,5,2020,7 MEDIUM
Red Bull Racing,ALB,2.0,HARD,24.0,5,2020,8 HARD
Red Bull Racing,ALB,3.0,HARD,22.0,5,2020,8 HARD
Red Bull Racing,VER,1.0,HARD,29.0,5,2020,8 HARD
Red Bull Racing,VER,2.0,MEDIUM,6.0,5,2020,7 MEDIUM
Red Bull Racing,VER,3.0,HARD,20.0,5,2020,8 HARD
Renault,OCO,1.0,MEDIUM,22.0,5,2020,7 MEDIUM
Renault,OCO,2.0,HARD,,5,2020,8 HARD
Renault,RIC,1.0,MEDIUM,17.0,5,2020,7 MEDIUM
Renault,RIC,2.0,MEDIUM,15.0,5,2020,7 MEDIUM
Renault,RIC,3.0,HARD,,5,2020,8 HARD
Renault,RIC,4.0,MEDIUM,,5,2020,7 MEDIUM
Williams,LAT,1.0,MEDIUM,9.0,5,2020,7 MEDIUM
Williams,LAT,2.0,HARD,17.0,5,2020,8 HARD
Williams,LAT,3.0,HARD,20.0,5,2020,8 HARD
Williams,LAT,4.0,MEDIUM,,5,2020,7 MEDIUM
Williams,RUS,1.0,MEDIUM,8.0,5,2020,7 MEDIUM
Williams,RUS,2.0,HARD,,5,2020,8 HARD
Williams,RUS,3.0,HARD,,5,2020,8 HARD
Williams,RUS,4.0,MEDIUM,17.0,5,2020,7 MEDIUM
Alfa Romeo Racing,GIO,1.0,MEDIUM,21.0,6,2020,7 MEDIUM
Alfa Romeo Racing,GIO,2.0,MEDIUM,24.0,6,2020,7 MEDIUM
Alfa Romeo Racing,GIO,3.0,SOFT,20.0,6,2020,6 SOFT
Alfa Romeo Racing,RAI,1.0,MEDIUM,20.0,6,2020,7 MEDIUM
Alfa Romeo Racing,RAI,2.0,MEDIUM,27.0,6,2020,7 MEDIUM
Alfa Romeo Racing,RAI,3.0,SOFT,21.0,6,2020,6 SOFT
AlphaTauri,GAS,1.0,SOFT,24.0,6,2020,6 SOFT
AlphaTauri,GAS,2.0,MEDIUM,21.0,6,2020,7 MEDIUM
AlphaTauri,GAS,3.0,MEDIUM,23.0,6,2020,7 MEDIUM
AlphaTauri,KVY,1.0,SOFT,21.0,6,2020,6 SOFT
AlphaTauri,KVY,2.0,MEDIUM,24.0,6,2020,7 MEDIUM
AlphaTauri,KVY,3.0,MEDIUM,,6,2020,7 MEDIUM
Ferrari,LEC,1.0,SOFT,32.0,6,2020,6 SOFT
Ferrari,LEC,2.0,MEDIUM,,6,2020,7 MEDIUM
Ferrari,VET,1.0,MEDIUM,29.0,6,2020,7 MEDIUM
Ferrari,VET,2.0,SOFT,39.0,6,2020,6 SOFT
Haas F1 Team,GRO,1.0,MEDIUM,33.0,6,2020,7 MEDIUM
Haas F1 Team,GRO,2.0,SOFT,33.0,6,2020,6 SOFT
Haas F1 Team,GRO,3.0,SOFT,,6,2020,6 SOFT
Haas F1 Team,MAG,1.0,SOFT,31.0,6,2020,6 SOFT
Haas F1 Team,MAG,2.0,MEDIUM,38.0,6,2020,7 MEDIUM
McLaren,NOR,1.0,SOFT,24.0,6,2020,6 SOFT
McLaren,NOR,2.0,SOFT,26.0,6,2020,6 SOFT
McLaren,NOR,3.0,MEDIUM,21.0,6,2020,7 MEDIUM
McLaren,SAI,1.0,SOFT,25.0,6,2020,6 SOFT
McLaren,SAI,2.0,SOFT,22.0,6,2020,6 SOFT
McLaren,SAI,3.0,MEDIUM,24.0,6,2020,7 MEDIUM
Mercedes,BOT,1.0,SOFT,26.0,6,2020,6 SOFT
Mercedes,BOT,2.0,MEDIUM,25.0,6,2020,7 MEDIUM
Mercedes,BOT,3.0,SOFT,19.0,6,2020,6 SOFT
Mercedes,BOT,4.0,MEDIUM,2.0,6,2020,7 MEDIUM
Mercedes,HAM,1.0,SOFT,26.0,6,2020,6 SOFT
Mercedes,HAM,2.0,MEDIUM,27.0,6,2020,7 MEDIUM
Mercedes,HAM,3.0,MEDIUM,16.0,6,2020,7 MEDIUM
Racing Point,PER,1.0,SOFT,32.0,6,2020,6 SOFT
Racing Point,PER,2.0,MEDIUM,36.0,6,2020,7 MEDIUM
Racing Point,STR,1.0,SOFT,30.0,6,2020,6 SOFT
Racing Point,STR,2.0,MEDIUM,,6,2020,7 MEDIUM
Racing Point,STR,3.0,SOFT,26.0,6,2020,6 SOFT
Red Bull Racing,ALB,1.0,SOFT,20.0,6,2020,6 SOFT
Red Bull Racing,ALB,2.0,HARD,22.0,6,2020,8 HARD
Red Bull Racing,ALB,3.0,MEDIUM,26.0,6,2020,7 MEDIUM
Red Bull Racing,VER,1.0,SOFT,24.0,6,2020,6 SOFT
Red Bull Racing,VER,2.0,MEDIUM,20.0,6,2020,7 MEDIUM
Red Bull Racing,VER,3.0,MEDIUM,25.0,6,2020,7 MEDIUM
Renault,OCO,1.0,MEDIUM,34.0,6,2020,7 MEDIUM
Renault,OCO,2.0,SOFT,31.0,6,2020,6 SOFT
Renault,RIC,1.0,MEDIUM,35.0,6,2020,7 MEDIUM
Renault,RIC,2.0,SOFT,30.0,6,2020,6 SOFT
Williams,LAT,1.0,MEDIUM,28.0,6,2020,7 MEDIUM
Williams,LAT,2.0,MEDIUM,22.0,6,2020,7 MEDIUM
Williams,LAT,2.0,UNKNOWN,1.0,6,2020,0 UNKNOWN
Williams,LAT,3.0,SOFT,,6,2020,6 SOFT
Williams,RUS,1.0,SOFT,19.0,6,2020,6 SOFT
Williams,RUS,2.0,MEDIUM,,6,2020,7 MEDIUM
Williams,RUS,3.0,MEDIUM,30.0,6,2020,7 MEDIUM
Alfa Romeo Racing,GIO,1.0,MEDIUM,9.0,7,2020,7 MEDIUM
Alfa Romeo Racing,RAI,1.0,MEDIUM,10.0,7,2020,7 MEDIUM
Alfa Romeo Racing,RAI,2.0,HARD,34.0,7,2020,8 HARD
AlphaTauri,GAS,1.0,HARD,26.0,7,2020,8 HARD
AlphaTauri,GAS,2.0,MEDIUM,18.0,7,2020,7 MEDIUM
AlphaTauri,KVY,1.0,MEDIUM,11.0,7,2020,7 MEDIUM
AlphaTauri,KVY,2.0,HARD,33.0,7,2020,8 HARD
Ferrari,LEC,1.0,SOFT,10.0,7,2020,6 SOFT
Ferrari,LEC,2.0,HARD,,7,2020,8 HARD
Ferrari,LEC,3.0,MEDIUM,,7,2020,7 MEDIUM
Ferrari,VET,1.0,MEDIUM,11.0,7,2020,7 MEDIUM
Ferrari,VET,2.0,HARD,,7,2020,8 HARD
Haas F1 Team,GRO,1.0,MEDIUM,10.0,7,2020,7 MEDIUM
Haas F1 Team,GRO,2.0,HARD,,7,2020,8 HARD
Haas F1 Team,MAG,1.0,MEDIUM,10.0,7,2020,7 MEDIUM
Haas F1 Team,MAG,2.0,HARD,25.0,7,2020,8 HARD
Haas F1 Team,MAG,3.0,SOFT,,7,2020,6 SOFT
McLaren,NOR,1.0,SOFT,14.0,7,2020,6 SOFT
McLaren,NOR,2.0,HARD,33.0,7,2020,8 HARD
McLaren,SAI,1.0,SOFT,4.0,7,2020,6 SOFT
Mercedes,BOT,1.0,MEDIUM,14.0,7,2020,7 MEDIUM
Mercedes,BOT,2.0,HARD,33.0,7,2020,8 HARD
Mercedes,HAM,1.0,MEDIUM,14.0,7,2020,7 MEDIUM
